id	emotion
34170_0007_A_42	0.009081851691007614,0.029530949890613556,0.01191764697432518,0.020506244152784348,0.019218046218156815,0.007780446670949459
34170_0007_A_43	0.003124428912997246,0.022046003490686417,0.01216207817196846,0.04312276095151901,0.014715987257659435,0.004202891606837511
34170_0007_A_44	0.008680034428834915,0.04472062736749649,0.13372573256492615,0.1348443329334259,0.09849563241004944,0.23935899138450623
34170_0007_A_45	0.005374242085963488,0.2390957772731781,0.24660725891590118,0.021640105172991753,0.023404499515891075,0.010612765327095985
34170_0007_A_46	0.019211573526263237,0.7981714010238647,0.06901051104068756,0.01857026480138302,0.03732939064502716,0.056991610676050186
34170_0007_A_47	0.00609716959297657,0.04028138890862465,0.015827521681785583,0.16204918920993805,0.010787083767354488,0.004314307123422623
34170_0008_A_49	0.0025444847997277975,0.026210730895400047,0.016037799417972565,0.03198136016726494,0.02971762791275978,0.006467635743319988
34170_0008_A_50	0.007084166631102562,0.02323775179684162,0.02519201673567295,0.009888040833175182,0.02687532640993595,0.004037356004118919
34170_0008_A_51	0.01643778569996357,0.4365108013153076,0.0907578319311142,0.0116586834192276,0.022836793214082718,0.01965167000889778
34170_0009_A_54	0.007516858167946339,0.028710640966892242,0.0039032907225191593,0.0332476831972599,0.01491624116897583,0.01339403260499239
34170_0009_A_56	0.004363773390650749,0.07526233047246933,0.01957610249519348,0.047410205006599426,0.011563514359295368,0.012404259294271469
34170_0009_A_58	0.01992063969373703,0.030431311577558517,0.005510346032679081,0.009695775806903839,0.02056870423257351,0.031874388456344604
34170_0009_A_59	0.002908312249928713,0.03395872190594673,0.02878708206117153,0.03730582445859909,0.012628335505723953,0.004653877578675747
34170_0009_A_60	0.0042145391926169395,0.14212894439697266,0.04129369184374809,0.02527209371328354,0.030118055641651154,0.005331221967935562
34170_0009_A_61	0.004683251492679119,0.024359039962291718,0.07919654995203018,0.09626023471355438,0.04983317852020264,0.08332395553588867
34170_0009_A_62	0.003334655426442623,0.13601350784301758,0.1690123826265335,0.012351876124739647,0.01999226212501526,0.0029972197953611612
34170_0009_A_63	0.0032315226271748543,0.15039880573749542,0.049115732312202454,0.012558259069919586,0.01605936326086521,0.005432005971670151
34170_0009_A_64	0.008188849315047264,0.02616771310567856,0.04559062421321869,0.04724039137363434,0.014520945027470589,0.020872274413704872
34170_0010_A_66	0.004360849037766457,0.013158075511455536,0.021798402070999146,0.0323481485247612,0.011132161132991314,0.0046692704781889915
34170_0010_A_67	0.011820552870631218,0.06406815350055695,0.015424232929944992,0.09085461497306824,0.04241331294178963,0.011509428732097149
34170_0011_A_71	0.008595990017056465,0.03630640730261803,0.02229890786111355,0.04237467050552368,0.36751091480255127,0.006451370660215616
34170_0011_A_74	0.00703310314565897,0.03918110951781273,0.016724351793527603,0.028462518006563187,0.025552265346050262,0.01437332108616829
34170_0011_A_76	0.011589061468839645,0.039481595158576965,0.02991686761379242,0.20185504853725433,0.06698107719421387,0.021766334772109985
34170_0011_A_78	0.025497514754533768,0.15690293908119202,0.017872121185064316,0.035043735057115555,0.009382120333611965,0.011967935599386692
34170_0011_A_80	0.005139002576470375,0.044940296560525894,0.014644399285316467,0.026922501623630524,0.022398464381694794,0.005152600351721048
34170_0011_A_81	0.004582424182444811,0.15066468715667725,0.3954519033432007,0.034895822405815125,0.03133760765194893,0.026290562003850937
34170_0012_A_83	0.005301437806338072,0.038195665925741196,0.008009908720850945,0.02361903339624405,0.018029149621725082,0.005876636132597923
34170_0012_A_84	0.006464962847530842,0.022629287093877792,0.008674783632159233,0.019766954705119133,0.011404085904359818,0.0033266418613493443
34170_0012_A_85	0.007144576869904995,0.0205061174929142,0.009924778714776039,0.024097876623272896,0.009643075987696648,0.002817507367581129
34170_0012_A_86	0.004636067897081375,0.026741506531834602,0.011556310579180717,0.035202883183956146,0.00983406975865364,0.005291615147143602
34170_0012_A_87	0.007545367814600468,0.01899499073624611,0.008894767612218857,0.02371111512184143,0.009626978076994419,0.0036306637339293957
34170_0012_A_88	0.0059293173253536224,0.019504999741911888,0.00883050262928009,0.015717852860689163,0.008073091506958008,0.004981000442057848
34170_0012_A_89	0.00734019884839654,0.018932998180389404,0.008336089551448822,0.020612426102161407,0.00885119941085577,0.003961001057177782
34170_0012_A_90	0.006172408349812031,0.16087089478969574,0.05086725205183029,0.09970834851264954,0.020505011081695557,0.016155075281858444
34170_0012_A_92	0.008392075076699257,0.14019301533699036,0.03986676409840584,0.10316790640354156,0.027427665889263153,0.021858923137187958
34170_0012_A_94	0.0033381956163793802,0.09260757267475128,0.03984808921813965,0.168680340051651,0.022990182042121887,0.029866458848118782
34170_0012_A_96	0.005532657727599144,0.18518373370170593,0.10854586958885193,0.02864435687661171,0.013016901910305023,0.01756211556494236
34170_0012_A_98	0.005834254436194897,0.16110578179359436,0.1588875949382782,0.0912228375673294,0.019675003364682198,0.01406136155128479
34170_0012_A_99	0.004517714958637953,0.17001353204250336,0.011808942072093487,0.034897174686193466,0.013905130326747894,0.011886082589626312
34170_0012_A_100	0.017423762008547783,0.15191371738910675,0.11038550734519958,0.18723654747009277,0.07631346583366394,0.016733236610889435
34170_0012_A_101	0.014003368094563484,0.09838049858808517,0.010262745432555676,0.05239371210336685,0.04269731044769287,0.03510937839746475
34170_0013_A_103	0.006013066507875919,0.014433860778808594,0.018947042524814606,0.019970066845417023,0.044247210025787354,0.004709842149168253
34170_0013_A_104	0.007537932135164738,0.013950908556580544,0.017810100689530373,0.03531290590763092,0.03206080198287964,0.004326324909925461
34170_0013_A_105	0.004348427057266235,0.012600155547261238,0.019925111904740334,0.019035624340176582,0.03148915246129036,0.005285797640681267
34170_0013_A_106	0.006327910348773003,0.021098777651786804,0.06517229229211807,0.05160197615623474,0.02700340747833252,0.02087223529815674
34170_0013_A_107	0.00431052315980196,0.0796901285648346,0.0396379791200161,0.05444156751036644,0.04154018312692642,0.022610992193222046
34170_0013_A_108	0.005870983935892582,0.1121019646525383,0.0845767930150032,0.10969255864620209,0.014266027137637138,0.018461093306541443
34170_0013_A_109	0.0044337003491818905,0.06638987362384796,0.03715870529413223,0.04022930935025215,0.009964564815163612,0.008192510344088078
34170_0013_A_110	0.007248635403811932,0.06949600577354431,0.015358548611402512,0.037858281284570694,0.02724248170852661,0.01550314947962761
34170_0014_A_112	0.021833688020706177,0.15541121363639832,0.019925009459257126,0.049497317522764206,0.1402137130498886,0.016589272767305374
34170_0014_A_113	0.012210488319396973,0.04363071918487549,0.0207538865506649,0.08258627355098724,0.021531103178858757,0.013444503769278526
34170_0015_A_115	0.008477725088596344,0.07167581468820572,0.10422387719154358,0.07142436504364014,0.030276859179139137,0.018345506861805916
34170_0015_A_116	0.012294625863432884,0.08251164853572845,0.039122939109802246,0.026712756603956223,0.021523989737033844,0.028818486258387566
34170_0015_A_117	0.006208384409546852,0.6911141872406006,0.02975974604487419,0.02718362957239151,0.021918881684541702,0.04390271380543709
34170_0015_A_118	0.013537673279643059,0.1976369321346283,0.01754406839609146,0.02980193868279457,0.012047095224261284,0.10105004906654358
34170_0015_A_119	0.0057927751913666725,0.3784078359603882,0.05327979475259781,0.03526806831359863,0.015514029189944267,0.07312725484371185
34170_0015_A_120	0.006575942970812321,0.05098605528473854,0.06835703551769257,0.08265276253223419,0.08577192574739456,0.01183274108916521
34170_0015_A_121	0.007769349496811628,0.3329375982284546,0.07141659408807755,0.02005522884428501,0.030050458386540413,0.047236017882823944
34170_0016_A_123	0.009510762989521027,0.04209384322166443,0.026263907551765442,0.020931212231516838,0.008210841566324234,0.002869104500859976
34170_0016_A_124	0.0069771409034729,0.26088470220565796,0.17328345775604248,0.05429632216691971,0.0186142735183239,0.03260541707277298
34170_0016_A_125	0.004147742409259081,0.49488142132759094,0.03632373735308647,0.028595617040991783,0.007806158624589443,0.012091769836843014
34170_0016_A_126	0.0020648124627768993,0.025130581110715866,0.028893642127513885,0.026003239676356316,0.017838623374700546,0.004825068637728691
34170_0016_A_127	0.0020212852396070957,0.013096357695758343,0.02085849829018116,0.022236810997128487,0.01808452233672142,0.007228127680718899
34170_0016_A_128	0.00727364607155323,0.2530934512615204,0.37127095460891724,0.023438097909092903,0.024883218109607697,0.018444083631038666
34170_0016_A_129	0.015027079731225967,0.11820439994335175,0.05399268865585327,0.02289535291492939,0.010922538116574287,0.11681100726127625
34170_0016_A_130	0.008585406467318535,0.1609708070755005,0.049588389694690704,0.05427945405244827,0.02412460930645466,0.020861778408288956
34170_0016_A_131	0.006254823412746191,0.08125484734773636,0.10286805778741837,0.30101558566093445,0.01235254481434822,0.01998623088002205
34170_0016_A_132	0.03732699900865555,0.13056929409503937,0.04284952953457832,0.10145673155784607,0.06900878995656967,0.08900335431098938
34170_0016_A_133	0.016877321526408195,0.10787123441696167,0.029071416705846786,0.05216977745294571,0.03956610709428787,0.056203439831733704
34170_0016_A_134	0.020390450954437256,0.06898563355207443,0.03588496893644333,0.05609770864248276,0.05741520971059799,0.17901882529258728
34170_0016_A_135	0.009238313883543015,0.09083534777164459,0.041000038385391235,0.17589125037193298,0.028689347207546234,0.13507381081581116
34170_0016_A_136	0.009724043309688568,0.7437825798988342,0.026111410930752754,0.02708396688103676,0.016876833513379097,0.064724862575531
34170_0017_A_139	0.002657162956893444,0.021202515810728073,0.015615550801157951,0.02804741822183132,0.025042209774255753,0.00959371030330658
34170_0017_A_140	0.004944175481796265,0.11862241476774216,0.02065631002187729,0.015645921230316162,0.00872778706252575,0.0063559385016560555
34170_0017_A_141	0.004503596108406782,0.027676893398165703,0.11084749549627304,0.05917230248451233,0.021347036585211754,0.23296332359313965
34170_0017_A_142	0.004094986245036125,0.016818923875689507,0.010530010797083378,0.03432851657271385,0.0357634611427784,0.020103588700294495
34170_0017_A_143	0.0035062890965491533,0.10181167721748352,0.22117158770561218,0.01628524623811245,0.03391695022583008,0.006002454087138176
34170_0017_A_144	0.003903195960447192,0.02509155124425888,0.09408511221408844,0.03697826713323593,0.05470006912946701,0.05891495198011398
34170_0017_A_145	0.00488693080842495,0.039693672209978104,0.024034880101680756,0.02034333162009716,0.020856020972132683,0.0049853636883199215
34170_0017_A_146	0.0021030670031905174,0.021072639152407646,0.02916499599814415,0.010070557706058025,0.02586357295513153,0.007210791110992432
34170_0017_A_147	0.014271998777985573,0.1516822874546051,0.14084044098854065,0.02484123781323433,0.030048709362745285,0.025575807318091393
34170_0017_A_148	0.006224696058779955,0.036292657256126404,0.046505723148584366,0.13076870143413544,0.03177516162395477,0.08140227198600769
34170_0017_A_149	0.01598997227847576,0.17149364948272705,0.019595392048358917,0.03429476171731949,0.00880548357963562,0.004609788302332163
34170_0017_A_150	0.020822016522288322,0.11326716840267181,0.016210347414016724,0.034985750913619995,0.005588925909250975,0.004217831417918205
34170_0017_A_151	0.004341502673923969,0.06269877403974533,0.033394891768693924,0.06808453053236008,0.03548803925514221,0.4378976821899414
34170_0017_A_152	0.016868865117430687,0.38242068886756897,0.07496123015880585,0.06317305564880371,0.01868075132369995,0.032862454652786255
34170_0017_A_153	0.036984048783779144,0.03705160319805145,0.016218621283769608,0.026461303234100342,0.011484852991998196,0.004353621043264866
34170_0017_A_154	0.012874560430645943,0.03850949555635452,0.03487196937203407,0.012615001760423183,0.012355348095297813,0.0063959634862840176
34170_0017_A_155	0.00872563011944294,0.24755612015724182,0.07077866792678833,0.04947860911488533,0.019278287887573242,0.05850875750184059
34170_0017_A_156	0.013666623272001743,0.5826261639595032,0.0437144860625267,0.03477680683135986,0.01669473573565483,0.1421452909708023
34170_0017_A_157	0.022492079064249992,0.2898559272289276,0.014642788097262383,0.09286398440599442,0.011743143200874329,0.017442258074879646
34170_0017_A_158	0.00739605026319623,0.03471745550632477,0.020286448299884796,0.013647323474287987,0.015798766165971756,0.0018175593577325344
34170_0017_A_159	0.00349491648375988,0.010975408367812634,0.013673110865056515,0.018205955624580383,0.022953160107135773,0.004714337643235922
34170_0017_A_160	0.005627996288239956,0.014037997461855412,0.016126573085784912,0.031419187784194946,0.017184874042868614,0.004074871074408293
34170_0017_A_161	0.0030497184488922358,0.01060396432876587,0.016086453571915627,0.018374430015683174,0.008823796175420284,0.004044599365442991
34170_0017_A_162	0.0264046099036932,0.0885731652379036,0.016587495803833008,0.04899603873491287,0.050971366465091705,0.033357419073581696
34170_0017_A_163	0.0099746473133564,0.04371245577931404,0.1332276165485382,0.11859165132045746,0.035520557314157486,0.12634211778640747
34170_0017_A_164	0.005368880927562714,0.15508276224136353,0.04716718941926956,0.040604181587696075,0.016490895301103592,0.030636373907327652
34170_0017_A_165	0.01316794753074646,0.05216963589191437,0.03606965020298958,0.3409254848957062,0.015924138948321342,0.09867271780967712
34170_0017_A_166	0.018595362082123756,0.2341831922531128,0.2397107630968094,0.04312148690223694,0.01162223145365715,0.025495514273643494
34170_0017_A_167	0.013975938782095909,1.072142481803894,0.031407423317432404,0.014495782554149628,0.01614520139992237,0.047032520174980164
34170_0017_A_168	0.0062125008553266525,0.047515276819467545,0.013270150870084763,0.013797029852867126,0.022327778860926628,0.011708112433552742
34170_0017_A_169	0.02245587296783924,0.16369853913784027,0.018489347770810127,0.03343065828084946,0.01948944479227066,0.016230881214141846
34170_0017_A_173	0.006001703441143036,0.06030825525522232,0.02814524620771408,0.04145233705639839,0.0198097825050354,0.039267346262931824
34170_0017_A_170	0.005830509588122368,0.06247914582490921,0.026725471019744873,0.025272022932767868,0.05496545135974884,0.30306392908096313
34170_0017_A_172	0.011375728994607925,0.10390312969684601,0.059805355966091156,0.10029840469360352,0.020199541002511978,0.024130452424287796
34170_0017_A_175	0.003699525725096464,0.01697811670601368,0.008916386403143406,0.04699946194887161,0.006665760185569525,0.007218894548714161
34170_0017_A_176	0.004212947562336922,0.014611005783081055,0.006618707440793514,0.04421372711658478,0.004575827158987522,0.0056047700345516205
34170_0017_A_178	0.0064675649628043175,0.10472212731838226,0.11841244250535965,0.04303934425115585,0.025163182988762856,0.00746004655957222
34170_0017_A_179	0.007692341692745686,0.2613150477409363,0.807552695274353,0.041359320282936096,0.023741815239191055,0.0344708189368248
34170_0017_A_181	0.01179897878319025,0.11073566973209381,0.09731414914131165,0.029419198632240295,0.008119022473692894,0.008937389589846134
34170_0017_A_182	0.022263873368501663,0.12894544005393982,0.13612619042396545,0.3885466754436493,0.058496683835983276,0.0459548681974411
34170_0017_A_184	0.012235751375555992,0.07660336047410965,0.016059469431638718,0.0818810760974884,0.0187494195997715,0.01737190969288349
34170_0017_A_185	0.010737626813352108,0.09186166524887085,0.019312020391225815,0.0628826692700386,0.051039278507232666,0.006736378185451031
34170_0017_A_187	0.009619070217013359,0.08269136399030685,0.008923850953578949,0.15422950685024261,0.03384910523891449,0.01287098415195942
34170_0017_A_188	0.00891320314258337,0.04613293707370758,0.24517352879047394,0.22067943215370178,0.02035706676542759,0.029534893110394478
34170_0017_A_189	0.008253727108240128,0.06217498332262039,0.15617290139198303,0.05038197338581085,0.23102925717830658,0.009393149986863136
34170_0017_A_191	0.20457078516483307,0.047563690692186356,0.007359767332673073,0.03963887318968773,0.015911638736724854,0.010701948776841164
34170_0017_A_192	0.016514543443918228,0.021263577044010162,0.009473630227148533,0.013902278617024422,0.026552066206932068,0.011168191209435463
34170_0017_A_193	0.005228311754763126,0.3537147343158722,0.21143008768558502,0.01244180928915739,0.012292424216866493,0.01478030439466238
34170_0017_A_194	0.0060525378212332726,0.15061703324317932,0.02392733097076416,0.05947057157754898,0.00887962058186531,0.007888097316026688
34170_0017_A_195	0.12179112434387207,0.47206348180770874,0.01174452155828476,0.02200193889439106,0.01659722812473774,0.012436574324965477
34170_0017_A_196	0.06551521271467209,0.1631251871585846,0.013475295156240463,0.021270493045449257,0.017111528664827347,0.005945632234215736
34170_0017_A_198	0.017828388139605522,0.2341764271259308,0.012764439918100834,0.043173134326934814,0.012445861473679543,0.012986088171601295
34170_0017_A_199	0.018759701400995255,0.16365383565425873,0.046842433512210846,0.03197813034057617,0.01573912240564823,0.005519249942153692
34170_0017_A_200	0.012425277382135391,0.12248630821704865,0.03193461149930954,0.023537736386060715,0.029102511703968048,0.02365664206445217
34170_0019_A_207	0.0054499367251992226,0.024635780602693558,0.06493495404720306,0.036341600120067596,0.23977261781692505,0.008804436773061752
34170_0019_A_208	0.008967868983745575,0.07934536039829254,0.03428960219025612,0.030480634421110153,0.1258814036846161,0.023097941651940346
34170_0019_A_209	0.0057388111017644405,0.49800440669059753,0.06334061920642853,0.016454951837658882,0.019109517335891724,0.018931124359369278
34170_0019_A_210	0.001970430836081505,0.06301606446504593,0.12108780443668365,0.02151726558804512,0.012012850493192673,0.018342899158596992
34170_0019_A_217	0.010259615257382393,0.06513804942369461,0.021839456632733345,0.025123342871665955,0.025179298594594002,0.011667391285300255
34170_0019_A_219	0.0323658362030983,0.6983324885368347,0.01936407759785652,0.014568962156772614,0.01269930973649025,0.028910988941788673
34170_0019_A_225	0.006628984585404396,0.04804715886712074,0.07475033402442932,0.051187075674533844,0.013990812003612518,0.006502936594188213
34170_0019_A_226	0.01217704638838768,0.39819973707199097,0.01278895977884531,0.009218191727995872,0.0066854520700871944,0.021930715069174767
34170_0019_A_231	0.0050249770283699036,0.10957615077495575,0.050038788467645645,0.049386296421289444,0.015005122870206833,0.015591930598020554
34170_0020_A_238	0.010760976932942867,0.10527883470058441,0.019790321588516235,0.02960957959294319,0.008389925584197044,0.002225561998784542
34170_0020_A_239	0.011899979785084724,0.09546958655118942,0.016676023602485657,0.032033033668994904,0.009322362020611763,0.00225655734539032
34170_0020_A_240	0.01129668578505516,0.21015942096710205,0.074812151491642,0.05842062085866928,0.024228408932685852,0.014631764963269234
34170_0020_A_241	0.0042502908036112785,0.30109453201293945,0.1901848018169403,0.02425350621342659,0.010593494400382042,0.015590549446642399
34170_0020_A_242	0.004202413372695446,0.05193624645471573,0.0915539562702179,0.08080926537513733,0.04047926515340805,0.009088004939258099
34170_0020_A_243	0.0051620956510305405,0.0912528708577156,0.08359333127737045,0.22799167037010193,0.01699703373014927,0.10299412906169891
34170_0020_A_246	0.014854442328214645,0.05439310893416405,0.012876528315246105,0.01933063194155693,0.019078874960541725,0.004941301885992289
34170_0020_A_247	0.010524928569793701,0.2521483600139618,0.03265295922756195,0.02211451157927513,0.012350374832749367,0.007015339098870754
34170_0020_A_251	0.009045502170920372,0.03030056320130825,0.019591277465224266,0.021559573709964752,0.009208044037222862,0.005488623399287462
34170_0020_A_252	0.003175645135343075,0.016596054658293724,0.018907127901911736,0.008464790880680084,0.03652786463499069,0.04814225435256958
34170_0021_A_255	0.001985427923500538,0.05885516107082367,0.023166943341493607,0.01772749237716198,0.033779505640268326,0.01494513638317585
34170_0021_A_257	0.00497711356729269,0.014164086431264877,0.011104230768978596,0.0408460795879364,0.013654380105435848,0.002977585420012474
34170_0021_A_259	0.005351714789867401,0.0514322966337204,0.6630067825317383,0.013997109606862068,0.05760369077324867,0.011889318004250526
34170_0021_A_261	0.026289183646440506,0.14888355135917664,0.020821277052164078,0.0304466113448143,0.01256832480430603,0.020632710307836533
34170_0021_A_262	0.0020293532870709896,0.016315456479787827,0.03665432333946228,0.01988948881626129,0.0397832915186882,0.028378313407301903
34170_0022_A_265	0.006278407759964466,0.09510807693004608,0.009894561022520065,0.02235516719520092,0.009819497354328632,0.026457801461219788
34170_0022_A_266	0.022427599877119064,0.043354332447052,0.019447404891252518,0.02200906351208687,0.031163867563009262,0.011125314049422741
34170_0022_A_267	0.01708168536424637,0.03157816827297211,0.01635042205452919,0.02152421325445175,0.020351387560367584,0.008862867951393127
34170_0022_A_268	0.004856830462813377,0.03213804215192795,0.029504328966140747,0.028851114213466644,0.009700579568743706,0.0030869580805301666
34170_0022_A_269	0.0030712876468896866,0.018884923309087753,0.02446005865931511,0.016359062865376472,0.014592602849006653,0.005588101223111153
34170_0022_A_270	0.0031275679357349873,0.015663251280784607,0.010794419795274734,0.019890429452061653,0.007602754980325699,0.010157810524106026
34170_0022_A_271	0.01848815567791462,0.5121591091156006,0.0679127424955368,0.04400086775422096,0.027009952813386917,0.029816772788763046
34170_0022_A_272	0.006777103990316391,0.3137815296649933,0.019338196143507957,0.040237318724393845,0.02274390496313572,0.15488788485527039
34170_0022_A_273	0.002269719261676073,0.027263138443231583,0.0183815099298954,0.028337672352790833,0.008883527480065823,0.011607946828007698
34170_0022_A_276	0.001768715213984251,0.021559059619903564,0.020970584824681282,0.02265995554625988,0.01727735623717308,0.006949172355234623
34170_0022_A_279	0.00770046841353178,0.13327935338020325,0.03078027442097664,0.048385195434093475,0.11264824122190475,0.007523210719227791
34170_0022_A_280	0.005217062309384346,0.044498562812805176,0.01960126683115959,0.03622166067361832,0.014301817864179611,0.0038535334169864655
34170_0022_A_281	0.00585535541176796,0.03024766594171524,0.014208143576979637,0.02654855325818062,0.016536954790353775,0.007022175006568432
34170_0022_A_282	0.0038465941324830055,0.02634703740477562,0.01989932730793953,0.007371450774371624,0.02193455398082733,0.014748765155673027
34170_0022_A_283	0.004647840745747089,0.016714617609977722,0.016772113740444183,0.014572321437299252,0.06234551966190338,0.004574509337544441
34170_0022_A_284	0.011024171486496925,0.14319486916065216,0.049898676574230194,0.01932915486395359,0.009623272344470024,0.04142001271247864
34170_0022_A_285	0.0049197738990187645,0.04456743225455284,0.010226748883724213,0.010856041684746742,0.0102138202637434,0.006125993560999632
34170_0022_A_286	0.011024171486496925,0.14319486916065216,0.049898676574230194,0.01932915486395359,0.009623272344470024,0.04142001271247864
34170_0022_A_287	0.007321308832615614,0.035176265984773636,0.006789671257138252,0.03248246759176254,0.10136707127094269,0.00873942207545042
34170_0022_A_288	0.004603239707648754,0.4094045162200928,0.07378797233104706,0.0323411263525486,0.03471752256155014,0.014062002301216125
34170_0022_A_291	0.0052375453524291515,0.012782780453562737,0.006448728963732719,0.017299853265285492,0.021683834493160248,0.008852023631334305
34170_0022_A_292	0.00570710189640522,0.010878169909119606,0.006485206075012684,0.02288093790411949,0.01250423677265644,0.017848586663603783
34170_0022_A_293	0.004024474415928125,0.01143481396138668,0.007238677702844143,0.019104592502117157,0.011693994514644146,0.008622411638498306
34170_0022_A_302	0.0033950796350836754,0.06285414099693298,0.0178932286798954,0.04737986996769905,0.020373761653900146,0.005492738913744688
34170_0022_A_295	0.006447925232350826,0.04728328809142113,0.012720732018351555,0.06768681854009628,0.015797894448041916,0.013761302456259727
34170_0022_A_298	0.005620691925287247,0.06555353850126266,0.039942316710948944,0.11458247900009155,0.2768940329551697,0.013411606661975384
34170_0022_A_299	0.004419183358550072,0.09021072089672089,0.007964869029819965,0.028419706970453262,0.018796805292367935,0.00494453776627779
34170_0022_A_300	0.003790647257119417,0.03984669968485832,0.010459225624799728,0.014613328501582146,0.05158635601401329,0.004973319824784994
34170_0022_A_301	0.005580521654337645,0.28604334592819214,0.17733141779899597,0.08604884892702103,0.029221072793006897,0.0552438423037529
34170_0022_A_303	0.004696257878094912,0.2597947120666504,0.05327143520116806,0.036338966339826584,0.02032807469367981,0.007723774295300245
34170_0022_A_304	0.0043876017443835735,0.22641396522521973,0.035324521362781525,0.02943798527121544,0.01442285068333149,0.006111528724431992
34170_0022_A_305	0.0034483992494642735,0.08315657079219818,0.04635121673345566,0.08239351958036423,0.026035364717245102,0.009229333139955997
34170_0022_A_308	0.0030572148971259594,0.025559261441230774,0.008532257750630379,0.0350012332201004,0.010325566865503788,0.003671872429549694
34170_0022_A_309	0.0039263442158699036,0.020759953185915947,0.033844079822301865,0.046650782227516174,0.03975595533847809,0.02038377895951271
34170_0022_A_310	0.0040255263447761536,0.15721246600151062,0.026972152292728424,0.12652885913848877,0.02489781379699707,0.01749410666525364
34170_0022_A_311	0.008221515454351902,0.12128499895334244,0.09498656541109085,0.020579755306243896,0.010113963857293129,0.03500636667013168
34170_0022_A_312	0.01623135805130005,0.4800015687942505,0.07258691638708115,0.01754596456885338,0.017948992550373077,0.016313809901475906
34170_0022_A_315	0.004315133206546307,0.04889015853404999,0.03259247541427612,0.022728605195879936,0.013424888253211975,0.011858593672513962
34170_0022_A_316	0.0056537967175245285,0.043191805481910706,0.03704441338777542,0.04496423900127411,0.0208852831274271,0.014648549258708954
34170_0022_A_319	0.004626126494258642,0.4104970097541809,0.07437536865472794,0.03273255378007889,0.03511759638786316,0.01408618874847889
34170_0022_A_322	0.004592342767864466,0.042523354291915894,0.014484284445643425,0.016456160694360733,0.017171181738376617,0.011586029082536697
34170_0022_A_323	0.010217951610684395,0.22772151231765747,0.01270667277276516,0.02147267386317253,0.008464818820357323,0.010952312499284744
34170_0022_A_324	0.011537469923496246,1.1402311325073242,0.028893806040287018,0.022899968549609184,0.014228001236915588,0.04686528071761131
34170_0022_A_327	0.003097619628533721,0.01746855489909649,0.006728027947247028,0.022077154368162155,0.012439546175301075,0.019076533615589142
34170_0022_A_328	0.0052473577670753,0.30961140990257263,0.05663026124238968,0.04833775386214256,0.01177398394793272,0.09156885743141174
34170_0022_A_329	0.0039263442158699036,0.020759964361786842,0.03384409844875336,0.046650782227516174,0.03975595533847809,0.02038377895951271
34170_0022_A_330	0.022611364722251892,0.11397112905979156,0.059835150837898254,0.026889950037002563,0.017410896718502045,0.009298639371991158
34170_0022_A_331	0.008932670578360558,0.3109211325645447,0.06605904549360275,0.05022690072655678,0.014364244416356087,0.04688321426510811
