id	emotion
34170_0013_A_103	0.005150098043183485,0.024046736769378185,0.022836966440081596,0.018717218190431595,0.036468361193935074,0.003149241053809722
34170_0013_A_104	0.005219853871191541,0.02922220093508561,0.04021471180021763,0.024080718557039894,0.026715867221355438,0.0037496476434171195
34170_0013_A_105	0.0034088632867981987,0.019637091706196465,0.035611334567268685,0.014185114142795403,0.029893354202310242,0.0044449144043028355
34170_0013_A_106	0.005851656664162874,0.01866690876583258,0.07245283822218576,0.04527331950763861,0.08619769662618637,0.014498002516726652
34170_0013_A_107	0.004408214396486679,0.12187464535236359,0.0975185620288054,0.049225723991791405,0.07399485756953557,0.02965384225050608
34170_0013_A_108	0.00556347860644261,0.13974212358395258,0.11027625389397143,0.10587580502033232,0.022283121943473816,0.029306413295368355
34170_0013_A_109	0.0029081758111715317,0.06342071418960889,0.026992507278919217,0.06121329714854558,0.018103432531158127,0.010312605338792006
34170_0013_A_110	0.0062018977478146544,0.08028380324443181,0.02595605577031771,0.03445540554821491,0.05978159854809442,0.018928850069642067
34170_0014_A_112	0.014984548402329285,0.4398616055647532,0.030808606495459873,0.0652532565097014,0.08962498853603998,0.028453549991051354
34170_0014_A_113	0.015256869917114575,0.14514693121115366,0.012988498744865257,0.04988776271541913,0.021021837368607518,0.014609862429400284
34170_0015_A_115	0.008977789431810379,0.07383166005214055,0.08689143508672714,0.05245859548449516,0.019493691312770046,0.011910263604174057
34170_0015_A_116	0.0070673722463349496,0.12408098578453064,0.06354479988416036,0.03841300991674264,0.04908004403114319,0.04207125368217627
34170_0015_A_117	0.010266480967402458,0.956753929456075,0.031147343417008713,0.01789883803576231,0.01907793277253707,0.047418467700481415
34170_0015_A_118	0.015197772222260634,0.15797156592210132,0.012911751866340637,0.031865554551283516,0.014181093933681645,0.08211397379636765
34170_0015_A_119	0.0060017021993796025,0.4077621797720591,0.03508709495266279,0.038038148234287895,0.015444896183907984,0.06575686484575272
34170_0015_A_120	0.006121805403381586,0.05118264630436897,0.06922382426758607,0.0746997594833374,0.07821908344825108,0.016156941341857113
34170_0015_A_121	0.004446456984927257,0.4492124319076538,0.10647844771544138,0.023380758240818974,0.03023629014690717,0.05368460218111674
34170_0016_A_123	0.005460789815212289,0.05025784174601237,0.015552263396481672,0.019830504742761452,0.00703618349507451,0.004011633961151043
34170_0016_A_124	0.007467244751751422,0.396641343832016,0.14415951818227768,0.05119959264993667,0.016570496993760266,0.031190022205313042
34170_0016_A_125	0.0047594886273145676,0.9900000989437102,0.06900583083430925,0.025809580460190773,0.018740804555515446,0.011297888588160276
34170_0016_A_126	0.004470930900424719,0.07661729926864305,0.04122952247659365,0.029400208344062168,0.031234056999286015,0.004242159270991881
34170_0016_A_127	0.0034245507170756655,0.03317220602184534,0.021742166330416996,0.02679844262699286,0.013643909245729446,0.0055022567200163994
34170_0016_A_128	0.014158684760332106,0.5486990014712015,0.33325315515200293,0.02946576662361622,0.03186334669589996,0.014612704515457153
34170_0016_A_129	0.011083811055868864,0.11400811622540155,0.02930209971964359,0.017605246044695377,0.008943723825116951,0.10146247347195943
34170_0016_A_130	0.006613800923029581,0.5125440955162048,0.05580264329910278,0.03916621208190918,0.042565234626332916,0.03410324205954869
34170_0016_A_131	0.0040174048238744335,0.16931067903836566,0.08826335022846857,0.2908068547646204,0.01712199238439401,0.01631446120639642
34170_0016_A_132	0.015443224537496764,0.1240756611029307,0.03081444030006726,0.11552742371956506,0.06141032775243123,0.11529613037904103
34170_0016_A_133	0.009754911841203768,0.1162451629837354,0.022592318554719285,0.03301963334282239,0.060732580721378326,0.0472357099254926
34170_0016_A_134	0.012532034267981846,0.10315162191788355,0.02509282591442267,0.04006366617977619,0.08837763965129852,0.13050662477811176
34170_0016_A_135	0.01107755706955989,0.2870902642607689,0.06094060093164443,0.1952437857786814,0.04184271891911824,0.07971629997094472
34170_0016_A_136	0.010991478028396765,0.8565763433774312,0.025457880770166714,0.019882482786973316,0.01984158717095852,0.07911396274964014
34170_0017_A_139	0.001944149495102465,0.027758925532301266,0.018178200349211693,0.037747678036491074,0.024349580829342205,0.009770302412410576
34170_0017_A_140	0.0036721401459847884,0.24002521981795627,0.028396358713507652,0.021020526066422462,0.012656688690185547,0.00652800283084313
34170_0017_A_141	0.003163549272964398,0.18125211633741856,0.09517425547043482,0.03632442280650139,0.030077996353308357,0.19067482153574625
34170_0017_A_142	0.003043919413660963,0.027270919332901634,0.017761495895683765,0.03264855841795603,0.024286832039554913,0.012248239169518152
34170_0017_A_143	0.0027460006531327963,0.13837522268295288,0.11288896948099134,0.02994659232596556,0.027263863633076348,0.006937019526958465
34170_0017_A_144	0.0031987485320617752,0.06721158574024835,0.11460409810145694,0.026897997905810673,0.0648091658949852,0.044092933336893715
34170_0017_A_145	0.006209268389890591,0.05675784374276797,0.05848712970813115,0.02223908280332883,0.04283938060204188,0.00864601181820035
34170_0017_A_146	0.0031842608004808426,0.032555363451441124,0.07230726505319277,0.010711745669444401,0.044100409373641014,0.008743715782960255
34170_0017_A_147	0.010935182062288124,0.24297350645065305,0.15103189398845035,0.0355622520049413,0.031422938530643776,0.03167696110904217
34170_0017_A_148	0.05186896538361907,0.1516837328672409,0.02159391560902198,0.10125412916143735,0.023205955202380814,0.06015634040037791
34170_0017_A_149	0.04282582737505436,0.17863186945517856,0.017016436904668808,0.03247455755869547,0.00917384090522925,0.007021445470551649
34170_0017_A_150	0.04818021009365717,0.1340754876534144,0.01170961745083332,0.030909751852353413,0.005434134198973576,0.006116973701864481
34170_0017_A_151	0.005646709197511275,0.14944302787383396,0.031015601009130478,0.04650345320502917,0.05122095843156178,0.3532665123542149
34170_0017_A_152	0.013387695265312988,0.5382128059864044,0.0903307224313418,0.059982150793075555,0.04445453733205795,0.05646933615207672
34170_0017_A_153	0.05379636337359746,0.03884876146912575,0.01540540096660455,0.02285237113634745,0.009130594165374834,0.00641969102434814
34170_0017_A_154	0.01968345356484254,0.03701501588026682,0.03117201725641886,0.017934427596628666,0.01424251062174638,0.007767646418263514
34170_0017_A_155	0.006026010339458783,0.1886805072426796,0.07277407000462213,0.0478907140592734,0.019952882081270218,0.06683778514464696
34170_0017_A_156	0.007182046693439284,0.6980006496111552,0.062416506310304,0.026047412306070328,0.017784588038921356,0.11524764945109685
34170_0017_A_157	0.016729155865808327,0.23166057964166004,0.014484389685094355,0.25574905425310135,0.013605525096257527,0.02528044581413269
34170_0017_A_158	0.0044114359964927035,0.07752666001518567,0.038118487844864525,0.02097264863550663,0.01978265649328629,0.0065068954912324735
34170_0017_A_159	0.0026221661052356162,0.014587217010557652,0.04897308566917975,0.016032580907146137,0.05690410981575648,0.004639803742369016
34170_0017_A_160	0.003693076937148968,0.014888298076887924,0.049328554421663284,0.02116772687683503,0.0316802803426981,0.003962746976564327
34170_0017_A_161	0.002466749943171938,0.012744398477176825,0.04017994118233521,0.014668202493339777,0.03240535004685323,0.004362968262284994
34170_0017_A_162	0.02236393777032693,0.06159847229719162,0.015576055894295374,0.03179907860855261,0.04972357923785845,0.036313075572252274
34170_0017_A_163	0.006434541195631027,0.13843371843298274,0.17367910345395404,0.13243244588375092,0.03635517259438832,0.06760264808932939
34170_0017_A_164	0.0030964027003695565,0.18693425754706064,0.06570251037677129,0.050929225981235504,0.018168262826899685,0.019659439722696938
34170_0017_A_165	0.007058715913444757,0.10925765832265218,0.03889120401193698,0.2527382324139277,0.026265975708762802,0.07231103628873825
34170_0017_A_166	0.023624938602248825,0.3026072879632314,0.22359415888786316,0.06336463739474614,0.014053464556733767,0.04359566544493039
34170_0017_A_167	0.025972801571091015,1.394778569539388,0.026669347037871678,0.018735156084100403,0.012719004414975641,0.04325580100218454
34170_0017_A_168	0.012153788159290949,0.07944522798061371,0.0183773518850406,0.027472362543145813,0.028225511312484738,0.021093824878335
34170_0017_A_169	0.030876249695817627,0.13992934674024582,0.02042798511683941,0.050057586282491684,0.01808751995364825,0.014393422442177931
34170_0017_A_173	0.004757281548033157,0.07259772842129071,0.0181599718828996,0.03171084697047869,0.016902433708310127,0.038834117352962494
34170_0017_A_170	0.005039071974654992,0.09995368123054504,0.03380032007892926,0.026294559550782044,0.035888705402612686,0.28611310819784797
34170_0017_A_172	0.00852090927461783,0.22043076654275257,0.052955781420071915,0.06303457294901212,0.02947908453643322,0.040208667516708374
34170_0017_A_175	0.004493591065208117,0.02911165915429592,0.015691800353427727,0.05654042897125085,0.018584518848607935,0.005843975115567445
34170_0017_A_176	0.003749307710677385,0.01609607134014368,0.013656541394690672,0.03603489448626836,0.01046824858834346,0.00482161125789086
34170_0017_A_178	0.0040765096588681144,0.17360861599445343,0.103392427166303,0.04048697277903557,0.03664960401753584,0.02100621722638607
34170_0017_A_179	0.00954133862008651,0.5290154616038004,0.570488840341568,0.04541567713022232,0.02525240493317445,0.02357529507329066
34170_0017_A_181	0.010731576010584831,0.260121280948321,0.11275719851255417,0.02092061688502629,0.019189103816946346,0.015437483166654904
34170_0017_A_182	0.018588663389285404,0.1429264297087987,0.14107613265514374,0.3741025204459826,0.12549759944279987,0.0283191738029321
34170_0017_A_184	0.009425498855610687,0.22990449517965317,0.028720716014504433,0.07561634853482245,0.05259622260928154,0.019301448638240497
34170_0017_A_185	0.00944035965949297,0.134253720442454,0.028419534986217812,0.08566562583049138,0.03708202391862869,0.009657931514084337
34170_0017_A_187	0.010927354916930197,0.15153742084900537,0.03494967892765999,0.18814403812090552,0.03358075891931852,0.013566619095702965
34170_0017_A_188	0.011684182099997997,0.08231083303689957,0.23020231227080024,0.3642071386178334,0.024336574599146843,0.051759901766975716
34170_0017_A_189	0.010187889759739239,0.24114875743786493,0.10424232731262842,0.07381106540560722,0.16138363381226856,0.01369801474114259
34170_0017_A_191	0.11788881570100784,0.04219625641902287,0.01087015929321448,0.034132576237122216,0.011751511444648107,0.008110215421766043
34170_0017_A_192	0.012216046762963135,0.021567554213106632,0.02304948524882396,0.012864442231754461,0.01988616275290648,0.010085387465854485
34170_0017_A_193	0.003971372731029987,0.42216774821281433,0.15629622340202332,0.02076611636827389,0.02308800878624121,0.021993164904415607
34170_0017_A_194	0.005748762749135493,0.176167377581199,0.02732977643609047,0.04964219406247139,0.013160269086559612,0.009440687485039234
34170_0017_A_195	0.0780649979909261,0.7908675074577332,0.012377021523813406,0.0374427093192935,0.011648016050457954,0.015794519955913223
34170_0017_A_196	0.05921711151798566,0.21488712231318155,0.016355137340724468,0.01924773957580328,0.017271592592199642,0.010382458257178465
34170_0017_A_198	0.01664621258775393,0.20768217742443085,0.020020808093249798,0.040673463294903435,0.01384227598706881,0.013733608027299244
34170_0017_A_199	0.012791058359046776,0.09740148484706879,0.08125216017166773,0.029334976027409233,0.017681191364924114,0.006162656471133232
34170_0017_A_200	0.006771549039209882,0.1135217174887657,0.020744455357392628,0.012840610618392624,0.02706717699766159,0.019483257085084915
34170_0019_A_207	0.004143873928114772,0.03150282924373944,0.03964299149811268,0.021556537287930645,0.19996461272239685,0.00807525652150313
34170_0019_A_208	0.007221907842904328,0.11166058729092279,0.022456752136349675,0.02186863031238317,0.08851385737458864,0.019334844624002773
34170_0019_A_209	0.0073877223767340175,0.6160166760285695,0.03641990634302298,0.018561612193783123,0.02077260116736094,0.021366136769453682
34170_0019_A_210	0.0023083279374986887,0.04403677210211754,0.07769865915179253,0.019872398115694523,0.01581164263188839,0.019058390210072197
34170_0019_A_217	0.010812320125599701,0.06730861340959866,0.03338241639236609,0.02142864651978016,0.04063615264991919,0.016365980108579
34170_0019_A_219	0.029792044311761856,1.0360231598218281,0.014774102407197157,0.02394506335258484,0.01631918114920457,0.021873710056145985
34170_0019_A_225	0.007538521041472753,0.08278945212562878,0.08952318628629048,0.06414442509412766,0.053549930453300476,0.017824666264156498
34170_0019_A_226	0.017238637742896874,0.3861889441808064,0.013659572849671045,0.011788946576416492,0.011761962901800871,0.013565561423699059
34170_0019_A_231	0.004210117273032665,0.11257477849721909,0.03515801392495632,0.03689391786853472,0.01784468969951073,0.029074983050425846
34170_0020_A_238	0.006461540547509987,0.11272934824228287,0.02338637722035249,0.021198273015518982,0.011818579708536465,0.0044379946775734425
34170_0020_A_239	0.006625932175666093,0.08281904210646947,0.02305988719065984,0.022668512538075444,0.008931126445531845,0.004043171182274818
34170_0020_A_240	0.010940149116019407,0.1796546032031377,0.09788739184538522,0.07373044081032276,0.01868525706231594,0.007883512104550997
34170_0020_A_241	0.0032344079421212273,0.23749446868896484,0.1254720240831375,0.04475272074341774,0.027752898012598354,0.02642077983667453
34170_0020_A_242	0.005257175614436466,0.057378840943177536,0.07534995550910631,0.0791466956337293,0.05238737538456917,0.011088849355777104
34170_0020_A_243	0.007151752710342407,0.07947344332933426,0.04587263986468315,0.442753404378891,0.013227065093815327,0.047377828508615494
34170_0020_A_246	0.015248652547597885,0.04432227835059166,0.014553858898580074,0.013317993065963188,0.014801958575844765,0.006904134061187506
34170_0020_A_247	0.008988029633959133,0.2317603180805842,0.026858513553937275,0.0297126192599535,0.014316119564076264,0.005330224599068363
34170_0020_A_251	0.010727095417678356,0.09561431966722012,0.015682342772682507,0.028009078775842983,0.01360459253191948,0.006151812927176555
34170_0020_A_252	0.004304224935670693,0.023379129047195114,0.014385468326508999,0.007850122172385454,0.048256623248259224,0.02592131992181142
34170_0021_A_255	0.003943020788331826,0.0678930456439654,0.02644419235487779,0.01289707670609156,0.11538566028078395,0.01028268706674377
34170_0021_A_257	0.004840468056499958,0.015439096217354138,0.007113111826280752,0.02174338356902202,0.014891798608005047,0.0036860046287377672
34170_0021_A_259	0.004938633491595586,0.08262204378843307,0.44714289903640747,0.013538138320048649,0.10218788062532742,0.015023959179719288
34170_0021_A_261	0.027529202401638028,0.3448426475127538,0.016525130718946457,0.03314955532550812,0.02000266189376513,0.02635598120590051
34170_0021_A_262	0.0026877878699451685,0.025617239996790886,0.022665792144834995,0.02274601347744465,0.06535013392567635,0.059548968449234956
34170_0022_A_265	0.006224748368064562,0.14320124437411624,0.00978863425552845,0.0203347938756148,0.010011993038157621,0.019926061232884724
34170_0022_A_266	0.015457583280901114,0.08545276522636414,0.041775692254304886,0.014508979705472786,0.028620569656292595,0.02846826954434315
34170_0022_A_267	0.01435756372908751,0.048460137099027634,0.03248812506596247,0.014992028785248596,0.017267446344097454,0.018494709084431328
34170_0022_A_268	0.0039037630582849183,0.025316543566683926,0.016305534789959587,0.03172061964869499,0.012530277638385693,0.0035221308159331475
34170_0022_A_269	0.0025816985483591752,0.043285097305973366,0.03990176568428675,0.025478815659880638,0.015323830147584278,0.014293486873308815
34170_0022_A_270	0.0031923539936542507,0.023623170952002205,0.013792406457165876,0.021030317371090252,0.008743040263652802,0.013984703769286472
34170_0022_A_271	0.01657395220051209,0.7062368790308634,0.10931130747000375,0.05114596709609032,0.043254143248001725,0.04517846678694089
34170_0022_A_272	0.010830438695847988,0.5132928987344105,0.023688126976291336,0.02493976211796204,0.01833238328496615,0.10232516874869664
34170_0022_A_273	0.0030458551288271942,0.03639347665011883,0.03807580843567848,0.023863288263479866,0.011337165720760822,0.009275113232433796
34170_0022_A_276	0.002740500805278619,0.02636212669312954,0.039545160407821335,0.019572179143627483,0.0223484660188357,0.007946225814521313
34170_0022_A_279	0.005675435687104861,0.12062876174847284,0.032554929455121354,0.030476735283931095,0.06551350901524225,0.010172555533548195
34170_0022_A_280	0.00939694233238697,0.050247312212983765,0.03976167986790339,0.04201997692386309,0.018209682156642277,0.002826185586551825
34170_0022_A_281	0.01222290564328432,0.035540204495191574,0.030566349004705742,0.026515915368994076,0.02216804400086403,0.006766594247892499
34170_0022_A_282	0.0026837293989956375,0.017270332512756188,0.025157228112220764,0.011060066210726896,0.021069820659856,0.008803699631243944
34170_0022_A_283	0.0030580610036849976,0.03446481997768084,0.025665495544672012,0.01914504449814558,0.03466899382571379,0.007995258085429668
34170_0022_A_284	0.014992146442333857,0.257351482907931,0.038006094594796494,0.014260978748401005,0.009592666601141293,0.038780152797698975
34170_0022_A_285	0.003711060310403506,0.03411782160401344,0.012271041360994179,0.021687644223372143,0.009282196871936321,0.005361974549790223
34170_0022_A_286	0.014992146442333857,0.2573514481385549,0.038006094594796494,0.014260978748401005,0.009592666601141293,0.038780152797698975
34170_0022_A_287	0.00425475036414961,0.06159662952025731,0.016635358333587646,0.03367242154975732,0.059806105991204575,0.00759005049864451
34170_0022_A_288	0.007703174060831467,0.42762602368990577,0.14306694269180298,0.02404313782850901,0.029873478847245373,0.008299808794011671
34170_0022_A_291	0.0041196346282958984,0.021064309403300285,0.01221943770845731,0.015888842133184273,0.025621498624483742,0.010240663463870684
34170_0022_A_292	0.004329224039490024,0.014316245913505554,0.010635757818818092,0.016269611194729805,0.011122512941559155,0.01299753567824761
34170_0022_A_293	0.00395337026566267,0.014474396283427874,0.01865216437727213,0.012190103530883787,0.024563163208464783,0.006951746530830859
34170_0022_A_302	0.004490721660355726,0.07755177716414133,0.029242776334285736,0.0269241522376736,0.036662619560956955,0.005819155368953943
34170_0022_A_295	0.005003503911818067,0.0419474213073651,0.010773998685181141,0.044556375592947006,0.019027874494592346,0.015837475036581356
34170_0022_A_298	0.006475056832035382,0.08911989629268646,0.038997756938139595,0.06580762192606926,0.13862338041265804,0.00862572838862737
34170_0022_A_299	0.012117173833151657,0.1267990047732989,0.015617748411993183,0.03306374326348305,0.019108738439778485,0.005492479229966799
34170_0022_A_300	0.0046357642859220505,0.0629122368991375,0.019482099140683808,0.01564595227440198,0.06660655761758486,0.008063989225775003
34170_0022_A_301	0.0053363873933752375,0.4734384020169575,0.23471696178118387,0.09062107404073079,0.036119040101766586,0.0437555784980456
34170_0022_A_303	0.007300761062651872,0.32062190771102905,0.13662232706944147,0.026407967011133827,0.02987156249582767,0.00694215903058648
34170_0022_A_304	0.005302319458375374,0.21475736796855927,0.05233781784772873,0.02188931778073311,0.0182775038604935,0.008955215259144703
34170_0022_A_305	0.0030976631678640842,0.08540508026878038,0.04332374781370163,0.04475030365089575,0.025685375245908894,0.013010384825368721
34170_0022_A_308	0.005685221481447418,0.01796445964525143,0.018468576793869335,0.03280460213621457,0.008691306691616774,0.004602887978156407
34170_0022_A_309	0.0031966085856159525,0.027759291542073086,0.07310187444090843,0.035073076064387955,0.034766918048262596,0.030996443082888916
34170_0022_A_310	0.004158719287564357,0.16771097232898075,0.018832777005930737,0.10011085371176401,0.015544302140673,0.016071283258497715
34170_0022_A_311	0.006860982161015272,0.1055388996998469,0.05595293641090393,0.034892583886782326,0.01225464946279923,0.037206652884682015
34170_0022_A_312	0.010696854442358017,0.34017265836397803,0.09002144138018289,0.029851853226621945,0.01683640976746877,0.01526219087342421
34170_0022_A_315	0.003752630824844042,0.05905195077260335,0.038201042761405304,0.025842440625031788,0.022302535052100815,0.020383579035600025
34170_0022_A_316	0.006426864924530188,0.07415835311015447,0.03522142147024472,0.03541377869745096,0.021055419308443863,0.011602229438722134
34170_0022_A_319	0.007839784181366364,0.4344746470451355,0.13900566349426904,0.024378741780916847,0.030647069215774533,0.008507600675026575
34170_0022_A_322	0.003523161169141531,0.058081988245248795,0.025267109274864197,0.023985061173637703,0.02615505829453468,0.009349383724232514
34170_0022_A_323	0.008648368840416271,0.2757786909739176,0.027175526445110638,0.03203922261794408,0.035276951268315315,0.016767183629175026
34170_0022_A_324	0.017446922448774178,1.2338606715202332,0.02387624606490135,0.01861111974964539,0.01202304506053527,0.029588303839166955
34170_0022_A_327	0.0032416395843029022,0.02483295649290085,0.02006137402107318,0.029010704408089318,0.017139521117011704,0.01372970516482989
34170_0022_A_328	0.006425328863163789,0.4683394928773244,0.047109259913365044,0.042989064007997506,0.013880654548605282,0.08438132206598917
34170_0022_A_329	0.0031966085856159525,0.027759289989868798,0.07310188561677933,0.035073076064387955,0.034766918048262596,0.030996443082888916
34170_0022_A_330	0.012360815269251663,0.09078500171502431,0.03606693012018998,0.018652102289100487,0.011940395149091879,0.014256673554579416
34170_0022_A_331	0.009511119375626246,0.5787631471951802,0.052551304300626114,0.037964409217238426,0.016452925900618233,0.05411817878484726
