id	emotion
34170_0011_A_81	0.00542391138151288,0.06298722326755524,0.28560715913772583,0.04984411597251892,0.07356329262256622,0.00985115859657526
34170_0012_A_83	0.002570632379502058,0.04259461164474487,0.00953231006860733,0.01839231513440609,0.01900324411690235,0.013580214232206345
34170_0012_A_84	0.0037865880876779556,0.05850362777709961,0.048560891300439835,0.015730321407318115,0.0235745832324028,0.0024483739398419857
34170_0012_A_85	0.0031136199831962585,0.0494147464632988,0.03536011278629303,0.013621093705296516,0.01831768825650215,0.0036074756644666195
34170_0012_A_86	0.002829343779012561,0.041868507862091064,0.039188072085380554,0.0321635976433754,0.01237170584499836,0.0027563883922994137
34170_0012_A_87	0.0033976733684539795,0.03570810332894325,0.04013192281126976,0.010958688333630562,0.010119098238646984,0.003396658692508936
34170_0012_A_88	0.002613045973703265,0.055547915399074554,0.022954756394028664,0.008696082979440689,0.01197346206754446,0.005829763598740101
34170_0012_A_89	0.0029171635396778584,0.03676854446530342,0.03537647798657417,0.011348407715559006,0.010168870911002159,0.0029292243998497725
34170_0012_A_90	0.004182374570518732,1.0481576919555664,0.08318053185939789,0.11568380892276764,0.03785361349582672,0.029413919895887375
34170_0012_A_92	0.009687976911664009,0.814203143119812,0.14455005526542664,0.1933145523071289,0.05286836251616478,0.02798905223608017
34170_0012_A_94	0.0040572648867964745,0.2647080421447754,0.06899649649858475,0.12097036838531494,0.022932348772883415,0.04257477819919586
34170_0012_A_96	0.004700639750808477,0.3422238230705261,0.07008161395788193,0.029803670942783356,0.013992903754115105,0.030022114515304565
34170_0012_A_98	0.0049217464402318,0.587627112865448,0.13458268344402313,0.09899593144655228,0.02947450801730156,0.018363425508141518
34170_0012_A_99	0.0029142475686967373,0.1823011338710785,0.03031042031943798,0.02454415149986744,0.022814465686678886,0.022233137860894203
34170_0012_A_100	0.004252130165696144,0.23237529397010803,0.2760971486568451,0.153837651014328,0.05840747058391571,0.02124842256307602
34170_0012_A_101	0.006902261171489954,0.1758226752281189,0.030507318675518036,0.0371147021651268,0.0731234923005104,0.05328710377216339
34170_0013_A_103	0.005400271154940128,0.046899084001779556,0.02253035642206669,0.014459185302257538,0.02765006013214588,0.002369192661717534
34170_0013_A_104	0.003198854858055711,0.054913587868213654,0.07065146416425705,0.01283007487654686,0.02336231619119644,0.0026419959031045437
34170_0013_A_105	0.0026281706523150206,0.029158512130379677,0.04516804963350296,0.0074119726195931435,0.025363465771079063,0.00474258977919817
34170_0013_A_106	0.006043124478310347,0.020868754014372826,0.0994076281785965,0.01762070693075657,0.11113578826189041,0.010588577948510647
34170_0013_A_107	0.004637088160961866,0.18817535042762756,0.1612502485513687,0.03963695466518402,0.10661327838897705,0.03139922767877579
34170_0013_A_108	0.0020597251132130623,0.1774197518825531,0.21538972854614258,0.023433715105056763,0.02821875549852848,0.010787648148834705
34170_0013_A_109	0.0013653442729264498,0.07796892523765564,0.023329706862568855,0.061301182955503464,0.013632141053676605,0.010985210537910461
34170_0013_A_110	0.004103506915271282,0.11200849711894989,0.04427361115813255,0.02200191654264927,0.08464451879262924,0.012401916086673737
34170_0014_A_112	0.00995557103306055,0.8999564051628113,0.046568386256694794,0.09546275436878204,0.06778186559677124,0.03910769149661064
34170_0014_A_113	0.012462612241506577,0.29766735434532166,0.006600706838071346,0.02637588232755661,0.015638455748558044,0.022878186777234077
34170_0015_A_115	0.005729448050260544,0.09086622297763824,0.08141808956861496,0.03833683952689171,0.010370367206633091,0.006493621040135622
34170_0015_A_116	0.0038378476165235043,0.21264871954917908,0.08039122819900513,0.02939067967236042,0.07066026329994202,0.04896838217973709
34170_0015_A_117	0.007786395028233528,1.2629437446594238,0.03637978062033653,0.0109407315030694,0.013281849212944508,0.05978298559784889
34170_0015_A_118	0.01097144652158022,0.19660839438438416,0.010500121861696243,0.012842092663049698,0.009845892898738384,0.07547783851623535
34170_0015_A_119	0.004476333037018776,0.3656865656375885,0.01676299422979355,0.024241428822278976,0.009988741017878056,0.05995456874370575
34170_0015_A_120	0.004386806394904852,0.0754619911313057,0.11088204383850098,0.06915131211280823,0.08233959972858429,0.015081563964486122
34170_0015_A_121	0.0028085981030017138,0.6283014416694641,0.17264357209205627,0.010274339467287064,0.022931015118956566,0.06976864486932755
34170_0016_A_123	0.002796123968437314,0.08584477007389069,0.012098346836864948,0.011733432300388813,0.005947316065430641,0.0024075740948319435
34170_0016_A_124	0.006569007411599159,0.5876461267471313,0.18895657360553741,0.037606969475746155,0.015507171861827374,0.01087912730872631
34170_0016_A_125	0.005097906105220318,1.264472484588623,0.11093350499868393,0.01602545753121376,0.019399741664528847,0.006521351169794798
34170_0016_A_126	0.0036173444241285324,0.09959173202514648,0.04968632012605667,0.03035183809697628,0.025415867567062378,0.0022502834908664227
34170_0016_A_127	0.0027479813434183598,0.044279810041189194,0.016821691766381264,0.040059734135866165,0.009906945750117302,0.0030957390554249287
34170_0016_A_128	0.017876673489809036,0.943134069442749,0.4103757441043854,0.0417429581284523,0.04387170076370239,0.01440824568271637
34170_0016_A_129	0.005929960403591394,0.12361769378185272,0.011435065418481827,0.011357818730175495,0.006522542797029018,0.08240536600351334
34170_0016_A_130	0.006276887375861406,0.8845864534378052,0.057125575840473175,0.02430807799100876,0.05071144551038742,0.037565093487501144
34170_0016_A_131	0.002974248491227627,0.34023693203926086,0.09872448444366455,0.10890941321849823,0.018680822104215622,0.009897224605083466
34170_0016_A_132	0.0036564928013831377,0.16715964674949646,0.0340547189116478,0.050798363983631134,0.07336783409118652,0.12488366663455963
34170_0016_A_133	0.00788327120244503,0.16708411276340485,0.021160323172807693,0.025253940373659134,0.09753779321908951,0.03891705349087715
34170_0016_A_134	0.009197365492582321,0.16849836707115173,0.017706841230392456,0.02514779381453991,0.12509119510650635,0.09250758588314056
34170_0016_A_135	0.005052744410932064,0.6658985614776611,0.10510362684726715,0.17566141486167908,0.06225211173295975,0.033024825155735016
34170_0016_A_136	0.007093776948750019,1.0117216110229492,0.02434360608458519,0.010180596262216568,0.016544194892048836,0.09211511164903641
34170_0017_A_139	0.000996768823824823,0.04523823782801628,0.018474431708455086,0.02749760076403618,0.01808401569724083,0.010665779933333397
34170_0017_A_140	0.0017077670199796557,0.5157756805419922,0.04549509286880493,0.012889550998806953,0.010081058368086815,0.00843452475965023
34170_0017_A_141	0.002606220543384552,0.3777424097061157,0.07528819143772125,0.014641620218753815,0.030130622908473015,0.18975523114204407
34170_0017_A_142	0.0010733387898653746,0.05258651077747345,0.03298788145184517,0.017863862216472626,0.01238437183201313,0.008774027228355408
34170_0017_A_143	0.0020371645223349333,0.19227033853530884,0.06986960768699646,0.03896685317158699,0.015887800604104996,0.0077378274872899055
34170_0017_A_144	0.002264592330902815,0.08978021144866943,0.16962605714797974,0.01576743647456169,0.07981303334236145,0.02199012041091919
34170_0017_A_145	0.0027324832044541836,0.08964706212282181,0.12242946028709412,0.014870809391140938,0.018183613196015358,0.010809076949954033
34170_0017_A_146	0.0023277075961232185,0.048709869384765625,0.1498342901468277,0.010690107010304928,0.026148201897740364,0.007734048180282116
34170_0017_A_147	0.008763887919485569,0.32788586616516113,0.27210110425949097,0.0167059488594532,0.034738097339868546,0.03087255358695984
34170_0017_A_148	0.12946225702762604,0.30559462308883667,0.010201984085142612,0.04679153487086296,0.014848832041025162,0.013002239167690277
34170_0017_A_149	0.039921872317790985,0.2995731830596924,0.017953384667634964,0.020927831530570984,0.007776176556944847,0.007111059967428446
34170_0017_A_150	0.02315560169517994,0.2193489372730255,0.008631838485598564,0.016809381544589996,0.003408903256058693,0.007994366809725761
34170_0017_A_151	0.004943812731653452,0.27930748462677,0.026849672198295593,0.032098136842250824,0.036984674632549286,0.48650842905044556
34170_0017_A_152	0.010644333437085152,0.8367831707000732,0.09286215901374817,0.05621282756328583,0.04012633115053177,0.04915666580200195
34170_0017_A_153	0.05768442898988724,0.04571610316634178,0.018311455845832825,0.023147977888584137,0.006060184445232153,0.003538824850693345
34170_0017_A_154	0.01985025964677334,0.04150167852640152,0.04066518694162369,0.022824594751000404,0.012792117893695831,0.006375383585691452
34170_0017_A_155	0.0042759426869452,0.20611432194709778,0.08522970229387283,0.01892392337322235,0.011846642941236496,0.05013284459710121
34170_0017_A_156	0.0020217003766447306,0.904004693031311,0.10232898592948914,0.012123551219701767,0.017689112573862076,0.11497285962104797
34170_0017_A_157	0.015040255151689053,0.3498342037200928,0.017824862152338028,0.0755709558725357,0.01259695366024971,0.026298852637410164
34170_0017_A_158	0.002736292313784361,0.16596844792366028,0.07023924589157104,0.028151534497737885,0.028125643730163574,0.007100789807736874
34170_0017_A_159	0.0020697012078016996,0.02725031040608883,0.10903431475162506,0.009669024497270584,0.08975867927074432,0.0031234617345035076
34170_0017_A_160	0.002229991601780057,0.02453436702489853,0.10317955166101456,0.008848902769386768,0.041348978877067566,0.0020273178815841675
34170_0017_A_161	0.0019297422841191292,0.02121734991669655,0.07029658555984497,0.007595547940582037,0.03000103309750557,0.0037114638835191727
34170_0017_A_162	0.01758919283747673,0.06222674995660782,0.01928950846195221,0.012443209066987038,0.05361665412783623,0.041800059378147125
34170_0017_A_163	0.005723041016608477,0.2892448306083679,0.1858389675617218,0.0816694051027298,0.03640291094779968,0.03276427835226059
34170_0017_A_164	0.0025027047377079725,0.29535728693008423,0.058467403054237366,0.037469275295734406,0.015306402929127216,0.016328610479831696
34170_0017_A_165	0.0027357731014490128,0.2188979983329773,0.06506183743476868,0.09942449629306793,0.03547504544258118,0.06346976011991501
34170_0017_A_166	0.02944490686058998,0.4860185384750366,0.3076993227005005,0.04648112505674362,0.012330690398812294,0.02603260800242424
34170_0017_A_167	0.03400570899248123,2.002127170562744,0.025668874382972717,0.015131445601582527,0.006245332770049572,0.030038386583328247
34170_0017_A_168	0.014251092448830605,0.13245145976543427,0.021699318662285805,0.013298781588673592,0.012594329193234444,0.033739201724529266
34170_0017_A_169	0.03682374581694603,0.159677654504776,0.016247499734163284,0.0233406163752079,0.007864400744438171,0.015222991816699505
34170_0017_A_173	0.004425833001732826,0.12107589840888977,0.011606646701693535,0.019611801952123642,0.011955546215176582,0.04042845964431763
34170_0017_A_170	0.004409783519804478,0.1835118532180786,0.05140698701143265,0.009957951493561268,0.030233003199100494,0.39034000039100647
34170_0017_A_172	0.007127444259822369,0.4724058508872986,0.0497291162610054,0.024523522704839706,0.029197046533226967,0.055323097854852676
34170_0017_A_175	0.004358706530183554,0.049378350377082825,0.02120012789964676,0.028844794258475304,0.018302295356988907,0.002870021853595972
34170_0017_A_176	0.003922414034605026,0.026478717103600502,0.025869587436318398,0.024011094123125076,0.013365540653467178,0.0020749298855662346
34170_0017_A_178	0.002046389738097787,0.24329006671905518,0.08000598102807999,0.029475104063749313,0.030380766838788986,0.012275828048586845
34170_0017_A_179	0.012067222036421299,0.9798071980476379,0.654649555683136,0.04791080951690674,0.03298751264810562,0.023546136915683746
34170_0017_A_181	0.008322863839566708,0.513820469379425,0.1490267813205719,0.014696825295686722,0.024503570050001144,0.015103639103472233
34170_0017_A_182	0.014952434226870537,0.23929940164089203,0.13994556665420532,0.08132719248533249,0.06674027442932129,0.016970735043287277
34170_0017_A_184	0.006843195296823978,0.43100857734680176,0.029745323583483696,0.03859822079539299,0.049461252987384796,0.01081722229719162
34170_0017_A_185	0.009495526552200317,0.2429617941379547,0.05033836513757706,0.049367234110832214,0.02900378406047821,0.007485460489988327
34170_0017_A_187	0.008001411333680153,0.26247623562812805,0.06566532701253891,0.035033926367759705,0.01783950999379158,0.008890346623957157
34170_0017_A_188	0.013386182487010956,0.14028756320476532,0.2940373122692108,0.3009570240974426,0.024424370378255844,0.07116702198982239
34170_0017_A_189	0.01136091724038124,0.5220994353294373,0.0887855812907219,0.028349224478006363,0.10590089857578278,0.015677763149142265
34170_0017_A_191	0.049486711621284485,0.06505177915096283,0.012901721522212029,0.023523647338151932,0.005166307091712952,0.003622328396886587
34170_0017_A_192	0.008847787976264954,0.03555743396282196,0.043210241943597794,0.007024048827588558,0.010208263993263245,0.006150498054921627
34170_0017_A_193	0.002281937748193741,0.49901247024536133,0.0780743807554245,0.02269979566335678,0.02458369731903076,0.031951822340488434
34170_0017_A_194	0.00349594047293067,0.33584365248680115,0.033957090228796005,0.035942886024713516,0.013582257553935051,0.007887174375355244
34170_0017_A_195	0.0451253205537796,1.4918299913406372,0.011844358406960964,0.008740752004086971,0.006795432418584824,0.014218822121620178
34170_0017_A_196	0.0641675740480423,0.3351272940635681,0.01470338087528944,0.005951049737632275,0.004546241834759712,0.0033220136538147926
34170_0017_A_198	0.012878203764557838,0.29900744557380676,0.02248062938451767,0.03500314801931381,0.01144270971417427,0.01428418792784214
34170_0017_A_199	0.009085668250918388,0.08320074528455734,0.11029379069805145,0.027597036212682724,0.011329496279358864,0.0061094616539776325
34170_0017_A_200	0.003143556648865342,0.13600969314575195,0.015195975080132484,0.00666455551981926,0.033570270985364914,0.01688520610332489
34170_0019_A_207	0.0021033708471804857,0.03639039024710655,0.022970424965023994,0.009556627832353115,0.1310054063796997,0.007304564118385315
34170_0019_A_208	0.0055696708150208,0.15931105613708496,0.018800735473632812,0.011024841107428074,0.08009276539087296,0.019850607961416245
34170_0019_A_209	0.006852072663605213,0.8023940324783325,0.015754321590065956,0.008864916861057281,0.01633397489786148,0.015893595293164253
34170_0019_A_210	0.0028601493686437607,0.04672994092106819,0.07574429363012314,0.013651820831000805,0.011459985747933388,0.01774507947266102
34170_0019_A_217	0.009935817681252956,0.09782339632511139,0.04207949340343475,0.01876579038798809,0.04407522827386856,0.01779617741703987
34170_0019_A_219	0.03139273822307587,1.3732712268829346,0.01319428626447916,0.024992913007736206,0.021158140152692795,0.014168092980980873
34170_0019_A_225	0.006536426022648811,0.12251689285039902,0.08853963762521744,0.060066886246204376,0.059066466987133026,0.02285734750330448
34170_0019_A_226	0.014840598218142986,0.5357160568237305,0.018398139625787735,0.006398164667189121,0.015596888959407806,0.011444715782999992
34170_0019_A_231	0.0034501799382269382,0.14618010818958282,0.027177616953849792,0.016237862408161163,0.011754828505218029,0.03137625753879547
34170_0020_A_238	0.005011902190744877,0.18616445362567902,0.028863653540611267,0.012099151499569416,0.012045888230204582,0.004011931829154491
34170_0020_A_239	0.0035564745776355267,0.1214803159236908,0.03358278051018715,0.01274639181792736,0.007019920274615288,0.002842261455953121
34170_0020_A_240	0.00978069007396698,0.19897757470607758,0.15139517188072205,0.026121212169528008,0.015290319919586182,0.0038803480565547943
34170_0020_A_241	0.0016059803310781717,0.1574583351612091,0.09140446782112122,0.0512290820479393,0.042005352675914764,0.02566518634557724
34170_0020_A_242	0.005286306142807007,0.07319585233926773,0.08004589378833771,0.05346948653459549,0.04313388839364052,0.013690204359591007
34170_0020_A_243	0.008061973378062248,0.060373030602931976,0.028095927089452744,0.6494276523590088,0.00715807918459177,0.01598736084997654
34170_0020_A_246	0.006122773513197899,0.056651316583156586,0.01412123627960682,0.004106542561203241,0.005441837012767792,0.0057561397552490234
34170_0020_A_247	0.008129524067044258,0.2892771363258362,0.02220272645354271,0.00953485257923603,0.008699883706867695,0.0032627249602228403
34170_0020_A_251	0.008798527531325817,0.2400018870830536,0.011494375765323639,0.012213533744215965,0.01572606898844242,0.010368499904870987
34170_0020_A_252	0.0050364527851343155,0.04167771339416504,0.013298467732965946,0.0054099163971841335,0.04516477882862091,0.017449544742703438
34170_0021_A_255	0.0038987095467746258,0.10447259992361069,0.03987811505794525,0.01157491747289896,0.0752285048365593,0.005031248088926077
34170_0021_A_257	0.004290237091481686,0.018600182607769966,0.004540342837572098,0.008790082298219204,0.015678727999329567,0.0030045146122574806
34170_0021_A_259	0.003835733514279127,0.15786951780319214,0.3064444661140442,0.006559159606695175,0.038692645728588104,0.011470077559351921
34170_0021_A_261	0.03990551829338074,0.6799540519714355,0.012272384017705917,0.009247690439224243,0.01534457877278328,0.04374141991138458
34170_0021_A_262	0.002224239055067301,0.03960771858692169,0.020337319001555443,0.02403036504983902,0.04883116856217384,0.06673220545053482
34170_0022_A_265	0.005877492018043995,0.25531455874443054,0.010451767593622208,0.015593321993947029,0.009449096396565437,0.018551301211118698
34170_0022_A_266	0.01179876085370779,0.17315709590911865,0.051801055669784546,0.006885436363518238,0.02188260853290558,0.03374340385198593
34170_0022_A_267	0.009540922939777374,0.09331317245960236,0.03460479900240898,0.00892946869134903,0.009746424853801727,0.020734986290335655
34170_0022_A_268	0.003295942209661007,0.030889004468917847,0.008076529018580914,0.025594085454940796,0.005324661266058683,0.002325909212231636
34170_0022_A_269	0.0019054465228691697,0.09881417453289032,0.07377329468727112,0.043946631252765656,0.018988726660609245,0.025533415377140045
34170_0022_A_270	0.0017831414006650448,0.04462781175971031,0.01892954669892788,0.019018493592739105,0.008539997972548008,0.02052084542810917
34170_0022_A_271	0.015538386069238186,1.2608126401901245,0.12298178672790527,0.03420562297105789,0.039382487535476685,0.04052688181400299
34170_0022_A_272	0.009241187013685703,0.6739149689674377,0.026332300156354904,0.011038626544177532,0.008717602118849754,0.08133377879858017
34170_0022_A_273	0.0013389658415690064,0.060290127992630005,0.0686001256108284,0.017781388014554977,0.008468566462397575,0.006522210314869881
34170_0022_A_276	0.0016151764430105686,0.04294766113162041,0.06783320009708405,0.013764090836048126,0.016857367008924484,0.00805430207401514
34170_0022_A_279	0.002880718093365431,0.18490895628929138,0.04692936688661575,0.01549721509218216,0.03323766589164734,0.006195743568241596
34170_0022_A_280	0.007787669077515602,0.0881030261516571,0.07912833243608475,0.03851676359772682,0.030509620904922485,0.002361566061154008
34170_0022_A_281	0.012861491180956364,0.045566804707050323,0.052417948842048645,0.020654695108532906,0.022375471889972687,0.003659656969830394
34170_0022_A_282	0.0015592663548886776,0.014695904217660427,0.042605724185705185,0.009660637006163597,0.028823358938097954,0.004205858800560236
34170_0022_A_283	0.0018385301809757948,0.0655847117304802,0.0482928492128849,0.019506940618157387,0.025892868638038635,0.008488805033266544
34170_0022_A_284	0.012423589825630188,0.38427266478538513,0.031084910035133362,0.00805678777396679,0.007326953113079071,0.02405751496553421
34170_0022_A_285	0.003201455343514681,0.03459518030285835,0.017598116770386696,0.016877571120858192,0.0086650550365448,0.0046262056566774845
34170_0022_A_286	0.012423589825630188,0.38427263498306274,0.031084910035133362,0.00805678777396679,0.007326953113079071,0.02405751496553421
34170_0022_A_287	0.002484107157215476,0.10420691967010498,0.02292339690029621,0.023236291483044624,0.04844893515110016,0.005103017203509808
34170_0022_A_288	0.006476538721472025,0.36602112650871277,0.2085484117269516,0.015402363613247871,0.0123294023796916,0.00457408232614398
34170_0022_A_291	0.0035522407852113247,0.03181597590446472,0.014429250732064247,0.007682169787585735,0.028161630034446716,0.008987005800008774
34170_0022_A_292	0.0033441984560340643,0.02115800976753235,0.013974546454846859,0.007608955726027489,0.0070888325572013855,0.008302518166601658
34170_0022_A_293	0.004198094829916954,0.023848839104175568,0.020758774131536484,0.004504140466451645,0.012255929410457611,0.006178206764161587
34170_0022_A_302	0.004943332634866238,0.13100162148475647,0.04129798710346222,0.013023429550230503,0.05909648537635803,0.006495870649814606
34170_0022_A_295	0.005485259462147951,0.06020629405975342,0.008386343717575073,0.027231015264987946,0.012243131175637245,0.02268974483013153
34170_0022_A_298	0.004274597391486168,0.12006621062755585,0.059965163469314575,0.029103171080350876,0.04967208579182625,0.004423921927809715
34170_0022_A_299	0.008630254305899143,0.18884168565273285,0.015960868448019028,0.013534311205148697,0.012466843239963055,0.006222284398972988
34170_0022_A_300	0.004873358178883791,0.0573461651802063,0.027543682605028152,0.008742272853851318,0.08471527695655823,0.011336693540215492
34170_0022_A_301	0.00395195372402668,0.610620379447937,0.3915783166885376,0.1001075804233551,0.0437442846596241,0.028400085866451263
34170_0022_A_303	0.005730722099542618,0.3462892174720764,0.20653146505355835,0.016798235476017,0.019397875294089317,0.005542383529245853
34170_0022_A_304	0.0037124259397387505,0.19655439257621765,0.07829272747039795,0.015363723039627075,0.010415327735245228,0.0068301851861178875
34170_0022_A_305	0.002448305254802108,0.13851672410964966,0.04538858309388161,0.028760552406311035,0.011575990356504917,0.010696304962038994
34170_0022_A_308	0.0028014264535158873,0.016559038311243057,0.0209062397480011,0.022210095077753067,0.006209879647940397,0.005295697599649429
34170_0022_A_309	0.0014888690784573555,0.04764750599861145,0.08619385957717896,0.030013980343937874,0.01782873459160328,0.0271030031144619
34170_0022_A_310	0.003975400235503912,0.27166974544525146,0.02001171186566353,0.08566724509000778,0.012501528486609459,0.011978860013186932
34170_0022_A_311	0.004378844518214464,0.14034388959407806,0.033202119171619415,0.03518911451101303,0.013610363937914371,0.0608648881316185
34170_0022_A_312	0.004780041053891182,0.317324697971344,0.14436283707618713,0.024420836940407753,0.011817364022135735,0.01587875932455063
34170_0022_A_315	0.0016639512032270432,0.06951624155044556,0.04941868409514427,0.01851879246532917,0.027866659685969353,0.025136761367321014
34170_0022_A_316	0.004583303816616535,0.12491776049137115,0.03746221959590912,0.021069107577204704,0.014505422674119473,0.006362547166645527
34170_0022_A_319	0.006673664785921574,0.3709043860435486,0.197214275598526,0.015707433223724365,0.013150885701179504,0.005078630521893501
34170_0022_A_322	0.0021036313846707344,0.10488197207450867,0.0350731760263443,0.017936525866389275,0.03180292248725891,0.00551062636077404
34170_0022_A_323	0.008986287750303745,0.4530051648616791,0.030419636517763138,0.04087525233626366,0.04499467462301254,0.014511927030980587
34170_0022_A_324	0.013256060890853405,1.6250011920928955,0.021716821938753128,0.014411657117307186,0.006977144628763199,0.01956668309867382
34170_0022_A_327	0.0035943081602454185,0.0418856181204319,0.016476120799779892,0.03234875574707985,0.01361073274165392,0.011846884153783321
34170_0022_A_328	0.00334516866132617,0.8208954334259033,0.053876399993896484,0.033492282032966614,0.011626890860497952,0.07964973151683807
34170_0022_A_329	0.0014888690784573555,0.04764750599861145,0.08619387447834015,0.030013980343937874,0.01782873459160328,0.0271030031144619
34170_0022_A_330	0.0022317031398415565,0.0582008957862854,0.024069122970104218,0.011484448798000813,0.008054458536207676,0.017020534723997116
34170_0022_A_331	0.004797467961907387,0.9759963154792786,0.04439910873770714,0.017145970836281776,0.007314253598451614,0.03119002655148506
