id	emotion
34170_0011_A_76	0.005497591104358435,0.03869391977787018,0.017650315538048744,0.18223997950553894,0.03146514669060707,0.01433007325977087
34170_0011_A_78	0.016444694250822067,0.06558066606521606,0.00997020211070776,0.021902266889810562,0.007168277632445097,0.014909038320183754
34170_0011_A_80	0.01970045454800129,0.02295258268713951,0.021149687469005585,0.016874272376298904,0.0228565763682127,0.006209167186170816
34170_0011_A_81	0.004316271282732487,0.1709904968738556,0.10568135976791382,0.027690351009368896,0.040260665118694305,0.005595982074737549
34170_0012_A_83	0.0020643197931349277,0.02128523401916027,0.013552138581871986,0.022261587902903557,0.045653607696294785,0.01638909801840782
34170_0012_A_84	0.0057073491625487804,0.011410192586481571,0.029369400814175606,0.02587048150599003,0.039366964250802994,0.003936783876270056
34170_0012_A_85	0.003343528136610985,0.013136278837919235,0.03454388305544853,0.03561541438102722,0.03898907080292702,0.005465718451887369
34170_0012_A_86	0.004003416281193495,0.02459600940346718,0.0388856902718544,0.06449846178293228,0.04887154698371887,0.005562470760196447
34170_0012_A_87	0.002901955973356962,0.012360179796814919,0.03121127374470234,0.02791164070367813,0.027439473196864128,0.004720624070614576
34170_0012_A_88	0.0029742582701146603,0.020393937826156616,0.020833279937505722,0.020357199013233185,0.02794513665139675,0.007384098134934902
34170_0012_A_89	0.0028609565924853086,0.011937888339161873,0.024442456662654877,0.023794863373041153,0.025092976167798042,0.00486114714294672
34170_0012_A_90	0.002653801115229726,0.14764127135276794,0.02217691019177437,0.057058632373809814,0.015733636915683746,0.021488415077328682
34170_0012_A_92	0.008518872782588005,0.15185025334358215,0.029390696436166763,0.10485340654850006,0.0212000273168087,0.015719953924417496
34170_0012_A_94	0.0031291116029024124,0.06256698817014694,0.022102968767285347,0.08779066056013107,0.016882844269275665,0.04584058001637459
34170_0012_A_96	0.008772660046815872,0.1298527866601944,0.08048534393310547,0.036839671432971954,0.03775132820010185,0.022952323779463768
34170_0012_A_98	0.004995417315512896,0.2374112904071808,0.10219137370586395,0.0672224685549736,0.020657207816839218,0.01581718772649765
34170_0012_A_99	0.0022506576497107744,0.046385060995817184,0.026796862483024597,0.06577999144792557,0.03652019426226616,0.022614726796746254
34170_0012_A_100	0.004034586250782013,0.07175926119089127,0.16692323982715607,0.25187474489212036,0.10334542393684387,0.019631218165159225
34170_0012_A_101	0.006676885299384594,0.05790980905294418,0.009445096366107464,0.039029937237501144,0.047494448721408844,0.05600312352180481
34170_0013_A_103	0.004036956466734409,0.010807265527546406,0.027033500373363495,0.021722402423620224,0.037507813423871994,0.00236868835054338
34170_0013_A_104	0.004922774620354176,0.018802106380462646,0.03218257054686546,0.02409917488694191,0.024724483489990234,0.0042806221172213554
34170_0013_A_105	0.003249992150813341,0.017152607440948486,0.041740842163562775,0.016107745468616486,0.03282744437456131,0.00330635579302907
34170_0013_A_106	0.0051839351654052734,0.01403319463133812,0.05277859419584274,0.06659727543592453,0.12045389413833618,0.012033194303512573
34170_0013_A_107	0.004277031868696213,0.0977584570646286,0.09166745841503143,0.05359864979982376,0.07383111119270325,0.034951306879520416
34170_0013_A_108	0.008759726770222187,0.12970465421676636,0.030862240120768547,0.18450114130973816,0.02436458319425583,0.05867049843072891
34170_0013_A_109	0.0029254828114062548,0.045903343707323074,0.020489109680056572,0.08210939913988113,0.03071359172463417,0.01176009513437748
34170_0013_A_110	0.007253550924360752,0.05934690684080124,0.018236007541418076,0.043506018817424774,0.06745779514312744,0.028881484642624855
34170_0014_A_112	0.01316438615322113,0.26421719789505005,0.025932423770427704,0.05079969763755798,0.060879386961460114,0.029663685709238052
34170_0014_A_113	0.021097509190440178,0.09414272010326385,0.011610902845859528,0.04070113226771355,0.02589595317840576,0.0075068967416882515
34170_0015_A_115	0.01272619515657425,0.0589529424905777,0.07503233850002289,0.047614581882953644,0.017833847552537918,0.010891662910580635
34170_0015_A_116	0.005069643259048462,0.07708258926868439,0.0711202323436737,0.059135593473911285,0.055055879056453705,0.04842689260840416
34170_0015_A_117	0.016804663464426994,0.9162038564682007,0.02730250358581543,0.01557215303182602,0.022033067420125008,0.038569703698158264
34170_0015_A_118	0.021084196865558624,0.07966937124729156,0.010691065341234207,0.05295263230800629,0.020650293678045273,0.069814033806324
34170_0015_A_119	0.007735998369753361,0.4791921377182007,0.035218495875597,0.054604947566986084,0.020831918343901634,0.06418877094984055
34170_0015_A_120	0.007402666844427586,0.027099892497062683,0.028432393446564674,0.07229520380496979,0.06654572486877441,0.021556518971920013
34170_0015_A_121	0.0027614233549684286,0.3863982558250427,0.07537517696619034,0.03981270641088486,0.03772739693522453,0.04404914379119873
34170_0016_A_123	0.004075482487678528,0.022834911942481995,0.008294535800814629,0.026826869696378708,0.0069503928534686565,0.006758223287761211
34170_0016_A_124	0.008855585940182209,0.34139320254325867,0.07023852318525314,0.061695486307144165,0.015590045601129532,0.05008552223443985
34170_0016_A_125	0.005032817367464304,1.210646390914917,0.05976025015115738,0.032807666808366776,0.029016513377428055,0.015280544757843018
34170_0016_A_126	0.007730635814368725,0.10512958467006683,0.0451086051762104,0.03184554725885391,0.05044768005609512,0.005651125684380531
34170_0016_A_127	0.005504385568201542,0.042140450328588486,0.027546308934688568,0.018098782747983932,0.012940259650349617,0.006182903423905373
34170_0016_A_128	0.017325734719634056,0.4498694837093353,0.2181127667427063,0.02321624383330345,0.0268351212143898,0.010985784232616425
34170_0016_A_129	0.01229439303278923,0.10020225495100021,0.02247854508459568,0.018562566488981247,0.009386090561747551,0.10517104715108871
34170_0016_A_130	0.004979108925908804,0.49207502603530884,0.06069396436214447,0.03891110420227051,0.05285964906215668,0.04388285428285599
34170_0016_A_131	0.0028231425676494837,0.08644025772809982,0.06319750845432281,0.4624955654144287,0.020332610234618187,0.019059928134083748
34170_0016_A_132	0.0053461818024516106,0.07449804246425629,0.015539072453975677,0.19432717561721802,0.041854359209537506,0.1320013701915741
34170_0016_A_133	0.0045041427947580814,0.07378014177083969,0.017545215785503387,0.021635182201862335,0.0450938418507576,0.04658663645386696
34170_0016_A_134	0.008008286356925964,0.0719708651304245,0.021686667576432228,0.03894549608230591,0.08262651413679123,0.11999346315860748
34170_0016_A_135	0.018941612914204597,0.10453688353300095,0.03671813756227493,0.23417869210243225,0.034586697816848755,0.071050263941288
34170_0016_A_136	0.01615661382675171,0.8142248392105103,0.0259186252951622,0.022382885217666626,0.026103733107447624,0.08050191402435303
34170_0017_A_139	0.0021785167045891285,0.016836022958159447,0.02044461853802204,0.05769801512360573,0.029922517016530037,0.009051417000591755
34170_0017_A_140	0.004364477936178446,0.08567756414413452,0.019037673249840736,0.03452610597014427,0.019161220639944077,0.004793545231223106
34170_0017_A_141	0.00238083116710186,0.13833704590797424,0.09938707947731018,0.03515934571623802,0.03875632956624031,0.14930590987205505
34170_0017_A_142	0.00396343320608139,0.012407323345541954,0.00976659543812275,0.045753296464681625,0.024712663143873215,0.007867101579904556
34170_0017_A_143	0.0026945483405143023,0.12104365229606628,0.04762571305036545,0.03458767756819725,0.031986840069293976,0.007070777006447315
34170_0017_A_144	0.0034284573048353195,0.08676299452781677,0.0801011249423027,0.0279482901096344,0.059914395213127136,0.05137372761964798
34170_0017_A_145	0.01100839115679264,0.040932796895504,0.02899704873561859,0.0315031073987484,0.0894785076379776,0.010143594816327095
34170_0017_A_146	0.005122007802128792,0.027883581817150116,0.037922509014606476,0.011374572291970253,0.08028945326805115,0.01128630805760622
34170_0017_A_147	0.009769659489393234,0.249352365732193,0.04015413671731949,0.06513956934213638,0.029482008889317513,0.03858252242207527
34170_0017_A_148	0.019919943064451218,0.11316391825675964,0.008074039593338966,0.12620215117931366,0.022993871942162514,0.08606451004743576
34170_0017_A_149	0.07256563752889633,0.0648287758231163,0.013500533998012543,0.04220107942819595,0.010939862579107285,0.00934348814189434
34170_0017_A_150	0.10056301206350327,0.0696103572845459,0.010286666452884674,0.04093412309885025,0.007304573431611061,0.006138722877949476
34170_0017_A_151	0.007654812186956406,0.10632282495498657,0.032802239060401917,0.03932769224047661,0.08119016140699387,0.135393425822258
34170_0017_A_152	0.01264988724142313,0.39543455839157104,0.1031687781214714,0.060560569167137146,0.07455652952194214,0.08738888800144196
34170_0017_A_153	0.06672061234712601,0.03377857804298401,0.01168612577021122,0.01894783228635788,0.009846745058894157,0.011366627179086208
34170_0017_A_154	0.026325540617108345,0.031033873558044434,0.01797889545559883,0.01836368627846241,0.0175800658762455,0.010531592182815075
34170_0017_A_155	0.005076458211988211,0.11237107962369919,0.06231383979320526,0.07526960968971252,0.028733715415000916,0.09187175333499908
34170_0017_A_156	0.005857816431671381,0.6073710918426514,0.04120604693889618,0.031241878867149353,0.018969915807247162,0.08862479776144028
34170_0017_A_157	0.012655133381485939,0.05529160797595978,0.01098551880568266,0.5988122224807739,0.016476478427648544,0.03210022673010826
34170_0017_A_158	0.0031019654124975204,0.031894076615571976,0.02382976934313774,0.02111908793449402,0.015423559583723545,0.010602337308228016
34170_0017_A_159	0.0023018806241452694,0.005535932257771492,0.024211831390857697,0.02022276259958744,0.05800049006938934,0.0060816118493676186
34170_0017_A_160	0.0032212429214268923,0.006092529743909836,0.028679538518190384,0.02323509007692337,0.03650698810815811,0.005786051973700523
34170_0017_A_161	0.00242078909650445,0.006411881186068058,0.034156784415245056,0.01803462952375412,0.05839122086763382,0.0053328415378928185
34170_0017_A_162	0.023098010569810867,0.033995501697063446,0.010851163417100906,0.033957988023757935,0.04458271712064743,0.033781748265028
34170_0017_A_163	0.0036059352569282055,0.08234386891126633,0.20197072625160217,0.1970362812280655,0.03714204952120781,0.043701548129320145
34170_0017_A_164	0.001417622435837984,0.11036272346973419,0.09147293865680695,0.07471422106027603,0.022707490250468254,0.012013334780931473
34170_0017_A_165	0.0052724271081388,0.05670534074306488,0.015542124398052692,0.31786471605300903,0.027398742735385895,0.05479063093662262
34170_0017_A_166	0.022834546864032745,0.1876201331615448,0.1233723908662796,0.10049130022525787,0.018207471817731857,0.07925887405872345
34170_0017_A_167	0.029936756938695908,1.1100660562515259,0.022931743413209915,0.02657824009656906,0.015766479074954987,0.05269649624824524
34170_0017_A_168	0.01599777117371559,0.058368947356939316,0.020162586122751236,0.05532127618789673,0.04975442588329315,0.01783416047692299
34170_0017_A_169	0.03334913030266762,0.09641184657812119,0.026547107845544815,0.0934014841914177,0.026908714324235916,0.011726394295692444
34170_0017_A_173	0.003844308201223612,0.036409031599760056,0.014728022739291191,0.03406840190291405,0.0189419724047184,0.03680654615163803
34170_0017_A_170	0.004876922816038132,0.05387004464864731,0.023268502205610275,0.043653704226017,0.022467661648988724,0.1649353951215744
34170_0017_A_172	0.007059554569423199,0.08498331904411316,0.0493328720331192,0.06428179144859314,0.039040666073560715,0.04117245227098465
34170_0017_A_175	0.005422540940344334,0.02097851037979126,0.01695888675749302,0.09377703070640564,0.03078550100326538,0.007443008944392204
34170_0017_A_176	0.003112561535090208,0.007198491133749485,0.008481329306960106,0.03987986221909523,0.013463377952575684,0.006785133853554726
34170_0017_A_178	0.003715574275702238,0.17281365394592285,0.11175885796546936,0.04894647002220154,0.054404862225055695,0.043282777070999146
34170_0017_A_179	0.008864452131092548,0.34592413902282715,0.24926427006721497,0.04697690159082413,0.019027886912226677,0.012708929367363453
34170_0017_A_181	0.012072885408997536,0.1558077037334442,0.09193066507577896,0.01864582672715187,0.024944718927145004,0.022271420806646347
34170_0017_A_182	0.018549682572484016,0.06053444743156433,0.14715664088726044,0.6524336934089661,0.2512558400630951,0.022031918168067932
34170_0017_A_184	0.009197549894452095,0.1821015477180481,0.040357355028390884,0.106369748711586,0.08957799524068832,0.029715213924646378
34170_0017_A_185	0.008087925612926483,0.0679377019405365,0.015608219429850578,0.14474697411060333,0.0312030091881752,0.01475195586681366
34170_0017_A_187	0.015161583200097084,0.10944466292858124,0.030259858816862106,0.37516868114471436,0.04905366152524948,0.018938526511192322
34170_0017_A_188	0.012753160670399666,0.0605119988322258,0.15139609575271606,0.570984959602356,0.028228286653757095,0.0545777902007103
34170_0017_A_189	0.010949024930596352,0.13917185366153717,0.06776849925518036,0.14270199835300446,0.14722074568271637,0.01602313108742237
34170_0017_A_191	0.09960895031690598,0.013973299413919449,0.012348989024758339,0.03923520818352699,0.014176588505506516,0.010006369091570377
34170_0017_A_192	0.011285808868706226,0.007881651632487774,0.016464583575725555,0.017666999250650406,0.022898158058524132,0.012937473133206367
34170_0017_A_193	0.004403868690133095,0.4137760400772095,0.17938420176506042,0.02715674415230751,0.032387904822826385,0.01924736797809601
34170_0017_A_194	0.00769780995324254,0.04204144701361656,0.024104908108711243,0.05351312458515167,0.01701892912387848,0.012546790763735771
34170_0017_A_195	0.06727854907512665,0.4087090492248535,0.013542184606194496,0.08158543705940247,0.0115513876080513,0.020728163421154022
34170_0017_A_196	0.0479685477912426,0.14640888571739197,0.0208867359906435,0.030521675944328308,0.03015700727701187,0.021879728883504868
34170_0017_A_198	0.019232045859098434,0.08986265957355499,0.02481735497713089,0.043844107538461685,0.017638256773352623,0.0139305479824543
34170_0017_A_199	0.010527805425226688,0.04534987360239029,0.0866202563047409,0.02842976152896881,0.025974955409765244,0.006859257817268372
34170_0017_A_200	0.004745813086628914,0.08206915110349655,0.015102779492735863,0.008319539949297905,0.01852874830365181,0.017907923087477684
34170_0019_A_207	0.004878314211964607,0.03348231688141823,0.031023595482110977,0.01877138391137123,0.2291158139705658,0.008116768673062325
34170_0019_A_208	0.007128183729946613,0.0963253453373909,0.014279918745160103,0.024100415408611298,0.0595674030482769,0.015055984258651733
34170_0019_A_209	0.009572283364832401,0.5476515889167786,0.030164778232574463,0.03036496788263321,0.02687431126832962,0.029273690655827522
34170_0019_A_210	0.0020944036077708006,0.022364310920238495,0.036263879388570786,0.024448107928037643,0.02396209165453911,0.021087191998958588
34170_0019_A_217	0.012241527438163757,0.038964394479990005,0.036228299140930176,0.020396806299686432,0.05265393108129501,0.019634371623396873
34170_0019_A_219	0.025617558509111404,1.0364657640457153,0.01176394335925579,0.0322733148932457,0.015100093558430672,0.02254204824566841
34170_0019_A_225	0.009450152516365051,0.07780430465936661,0.1052795872092247,0.08117931336164474,0.08759251236915588,0.024113714694976807
34170_0019_A_226	0.024698268622159958,0.224651038646698,0.009791619144380093,0.019750483334064484,0.013003547675907612,0.007321253418922424
34170_0019_A_231	0.004155194852501154,0.08196807652711868,0.028257636353373528,0.045057594776153564,0.026774117723107338,0.04025676101446152
34170_0020_A_238	0.0036117425188422203,0.046744756400585175,0.02150515653192997,0.021886087954044342,0.015019925311207771,0.007076490204781294
34170_0020_A_239	0.00442134216427803,0.0315072238445282,0.018920857459306717,0.023226112127304077,0.010451097041368484,0.007030694745481014
34170_0020_A_240	0.011743071489036083,0.12982681393623352,0.06745485216379166,0.136649489402771,0.01653704233467579,0.005138423293828964
34170_0020_A_241	0.0038469526916742325,0.25393053889274597,0.09482680261135101,0.05877557396888733,0.03065984696149826,0.038006603717803955
34170_0020_A_242	0.00628280732780695,0.047004424035549164,0.05445001646876335,0.10316133499145508,0.07354897260665894,0.010488338768482208
34170_0020_A_243	0.008231189101934433,0.0867944285273552,0.025928661227226257,0.45084089040756226,0.01552608236670494,0.023151995614171028
34170_0020_A_246	0.02476874180138111,0.021922409534454346,0.0166638121008873,0.016516804695129395,0.019885163754224777,0.010014960542321205
34170_0020_A_247	0.008309636265039444,0.15385545790195465,0.02571985498070717,0.057488493621349335,0.021898100152611732,0.005712609738111496
34170_0020_A_251	0.01433725655078888,0.016540508717298508,0.01596137508749962,0.050254128873348236,0.015879664570093155,0.002598315477371216
34170_0020_A_252	0.004700576886534691,0.011863619089126587,0.010950809344649315,0.009675659239292145,0.06307722628116608,0.012172160670161247
34170_0021_A_255	0.005944924894720316,0.04035137593746185,0.01628751866519451,0.009388820268213749,0.2371489703655243,0.010871676728129387
34170_0021_A_257	0.005254053510725498,0.013553019613027573,0.005694761872291565,0.015593988820910454,0.015342287719249725,0.005075913853943348
34170_0021_A_259	0.00562845217064023,0.03856431692838669,0.37197744846343994,0.020058145746588707,0.2102673053741455,0.02171248197555542
34170_0021_A_261	0.01639290526509285,0.20569033920764923,0.016481731086969376,0.05975436419248581,0.032095082104206085,0.014693813398480415
34170_0021_A_262	0.003809771267697215,0.02092854492366314,0.011005734093487263,0.024318186566233635,0.10743594169616699,0.08353638648986816
34170_0022_A_265	0.0065183453261852264,0.07918109744787216,0.009019574150443077,0.023055892437696457,0.010767385363578796,0.014769081026315689
34170_0022_A_266	0.012146389111876488,0.03984686732292175,0.054078616201877594,0.014632439240813255,0.03281523287296295,0.04053609073162079
34170_0022_A_267	0.016450082883238792,0.020489070564508438,0.04650915414094925,0.014522404409945011,0.021704526618123055,0.02588627301156521
34170_0022_A_268	0.003558516502380371,0.01292258407920599,0.011335746385157108,0.040716659277677536,0.02256559208035469,0.0051535251550376415
34170_0022_A_269	0.0027683614753186703,0.01215619407594204,0.021471943706274033,0.016130752861499786,0.01239016093313694,0.011758944019675255
34170_0022_A_270	0.004666352644562721,0.010578449815511703,0.011653252877295017,0.02418202906847,0.010086367838084698,0.011275455355644226
34170_0022_A_271	0.01569531485438347,0.34573888778686523,0.1370393931865692,0.0752314105629921,0.0633699893951416,0.06519174575805664
34170_0022_A_272	0.01647302508354187,0.5521821975708008,0.025393884629011154,0.02354334108531475,0.02353564277291298,0.07075384259223938
34170_0022_A_273	0.005528880283236504,0.021627163514494896,0.027245789766311646,0.025470804423093796,0.01665940321981907,0.009695182554423809
34170_0022_A_276	0.004837610758841038,0.014579659327864647,0.029831696301698685,0.022292491048574448,0.032910674810409546,0.008835203014314175
34170_0022_A_279	0.006445120554417372,0.04369797557592392,0.019955147057771683,0.027547795325517654,0.05065461993217468,0.0167987123131752
34170_0022_A_280	0.015186095610260963,0.01814034767448902,0.020555440336465836,0.05132150650024414,0.009817607700824738,0.0022634572815150023
34170_0022_A_281	0.01795187033712864,0.03080614283680916,0.02507295459508896,0.03234449774026871,0.027591705322265625,0.009617950767278671
34170_0022_A_282	0.0026453277096152306,0.01076805591583252,0.012966632843017578,0.01614811085164547,0.01245154906064272,0.0074564749374985695
34170_0022_A_283	0.0026878120843321085,0.02109513059258461,0.01193152368068695,0.023355871438980103,0.015768593177199364,0.01092245988547802
34170_0022_A_284	0.02152867801487446,0.24458691477775574,0.03303469717502594,0.015396993607282639,0.011827774345874786,0.050862930715084076
34170_0022_A_285	0.0030119516886770725,0.023190852254629135,0.008988258428871632,0.03732931986451149,0.008967715315520763,0.005333724431693554
34170_0022_A_286	0.02152867801487446,0.24458684027194977,0.03303469717502594,0.015396993607282639,0.011827774345874786,0.050862930715084076
34170_0022_A_287	0.0029588351026177406,0.045406702905893326,0.020193006843328476,0.0452985055744648,0.029602311551570892,0.008927712216973305
34170_0022_A_288	0.012029743753373623,0.5074524283409119,0.14686444401741028,0.024385923519730568,0.042573511600494385,0.0062633417546749115
34170_0022_A_291	0.003569117747247219,0.018594171851873398,0.015780333429574966,0.022684503346681595,0.02701903134584427,0.012882960960268974
34170_0022_A_292	0.003936371766030788,0.010912558063864708,0.011447520926594734,0.018318939954042435,0.013774469494819641,0.012841502204537392
34170_0022_A_293	0.003637541551142931,0.008139535784721375,0.02795904129743576,0.012961577624082565,0.04973956570029259,0.006054621189832687
34170_0022_A_302	0.005133752711117268,0.03879956901073456,0.028537113219499588,0.020369157195091248,0.030517611652612686,0.005468856543302536
34170_0022_A_295	0.0030773270409554243,0.018352681770920753,0.011214920319616795,0.03875129297375679,0.029042597860097885,0.011061377823352814
34170_0022_A_298	0.009529881179332733,0.08173993974924088,0.017085790634155273,0.05373721569776535,0.08930402249097824,0.008041656576097012
34170_0022_A_299	0.02330208383500576,0.10134460777044296,0.022927507758140564,0.05723721161484718,0.02606256678700447,0.00531061552464962
34170_0022_A_300	0.005243287421762943,0.09154384583234787,0.02044338919222355,0.023582255467772484,0.06351803988218307,0.007881954312324524
34170_0022_A_301	0.006476686801761389,0.5236514806747437,0.13524115085601807,0.08570679277181625,0.03539176285266876,0.04762280732393265
34170_0022_A_303	0.011475303210318089,0.35578179359436035,0.15006408095359802,0.026086699217557907,0.0498887374997139,0.007560319267213345
34170_0022_A_304	0.0078069306910037994,0.22130374610424042,0.043396204710006714,0.02086624503135681,0.029994333162903786,0.013923931866884232
34170_0022_A_305	0.0033962849993258715,0.03454194590449333,0.038231443613767624,0.023096838966012,0.03944477066397667,0.019105516374111176
34170_0022_A_308	0.011197023093700409,0.011775079183280468,0.025967232882976532,0.04120247811079025,0.009538473561406136,0.0048410939052701
34170_0022_A_309	0.004174612462520599,0.014870415441691875,0.09926768392324448,0.028554465621709824,0.04671606421470642,0.045502547174692154
34170_0022_A_310	0.004475231282413006,0.0742507055401802,0.009514466859400272,0.0881364569067955,0.009233564138412476,0.018740883097052574
34170_0022_A_311	0.00798258651047945,0.05498781055212021,0.039670124650001526,0.04890888184309006,0.013039620593190193,0.015748703852295876
34170_0022_A_312	0.01107916422188282,0.22319170832633972,0.053114570677280426,0.047588758170604706,0.0207428727298975,0.013594003394246101
34170_0022_A_315	0.005278808064758778,0.058749452233314514,0.03259196877479553,0.03627992421388626,0.025616057217121124,0.024155382066965103
34170_0022_A_316	0.009043494239449501,0.05436549335718155,0.031157631427049637,0.040207989513874054,0.02777555212378502,0.01379559189081192
34170_0022_A_319	0.012219561263918877,0.522022545337677,0.14542734622955322,0.024696238338947296,0.043672725558280945,0.006357982754707336
34170_0022_A_322	0.003873509354889393,0.026840638369321823,0.026243867352604866,0.037562496960163116,0.02949107065796852,0.010951495729386806
34170_0022_A_323	0.006740867160260677,0.14660939574241638,0.03840027004480362,0.03376974165439606,0.05237136036157608,0.02483731135725975
34170_0022_A_324	0.027547236531972885,0.9363496899604797,0.02101811021566391,0.018521733582019806,0.014863989315927029,0.022332947701215744
34170_0022_A_327	0.003032990964129567,0.015144696459174156,0.03697997331619263,0.032606203109025955,0.025368284434080124,0.010265697725117207
34170_0022_A_328	0.010683460161089897,0.2745116353034973,0.030821118503808975,0.04713715612888336,0.018241088837385178,0.08192537724971771
34170_0022_A_329	0.004174612462520599,0.014870399609208107,0.09926768392324448,0.028554465621709824,0.04671606421470642,0.045502547174692154
34170_0022_A_330	0.012239377945661545,0.10018298029899597,0.024296516552567482,0.017581908032298088,0.010355830192565918,0.016450846567749977
34170_0022_A_331	0.014803219586610794,0.44937199354171753,0.047195758670568466,0.046520356088876724,0.027680279687047005,0.08428129553794861
34170_0022_A_334	0.003399898996576667,0.06914686411619186,0.014536608010530472,0.029870111495256424,0.049078039824962616,0.07927048206329346
