global step 1, epoch: 0, batch: 0, loss: 2.39137, loss_adv: 0.00000, speed: 0.06 step/s, lr: 0.0000199999
global step 105, epoch: 0, batch: 104, loss: 0.65614, loss_adv: 0.00000, speed: 0.69 step/s, lr: 0.0000199936
global step 106, epoch: 0, batch: 105, loss: 0.35169, loss_adv: 0.00000, speed: 0.69 step/s, lr: 0.0000199935
global step 107, epoch: 0, batch: 106, loss: 0.13475, loss_adv: 0.00000, speed: 0.69 step/s, lr: 0.0000199935
global step 108, epoch: 0, batch: 107, loss: 0.18063, loss_adv: 0.00000, speed: 0.69 step/s, lr: 0.0000199934
global step 109, epoch: 0, batch: 108, loss: 0.25179, loss_adv: 0.00000, speed: 0.69 step/s, lr: 0.0000199933
global step 110, epoch: 0, batch: 109, loss: 0.21760, loss_adv: 0.00000, speed: 0.69 step/s, lr: 0.0000199933
global step 111, epoch: 0, batch: 110, loss: 0.27885, loss_adv: 0.00000, speed: 0.69 step/s, lr: 0.0000199932
global step 112, epoch: 0, batch: 111, loss: 0.13253, loss_adv: 0.00000, speed: 0.70 step/s, lr: 0.0000199931
global step 113, epoch: 0, batch: 112, loss: 0.39645, loss_adv: 0.00000, speed: 0.70 step/s, lr: 0.0000199931
global step 114, epoch: 0, batch: 113, loss: 0.54653, loss_adv: 0.00000, speed: 0.70 step/s, lr: 0.0000199930
global step 115, epoch: 0, batch: 114, loss: 0.30972, loss_adv: 0.00000, speed: 0.70 step/s, lr: 0.0000199930
global step 116, epoch: 0, batch: 115, loss: 0.61931, loss_adv: 0.00000, speed: 0.70 step/s, lr: 0.0000199929
global step 117, epoch: 0, batch: 116, loss: 0.31229, loss_adv: 0.00000, speed: 0.70 step/s, lr: 0.0000199928
global step 118, epoch: 0, batch: 117, loss: 0.16859, loss_adv: 0.00000, speed: 0.70 step/s, lr: 0.0000199928
global step 119, epoch: 0, batch: 118, loss: 0.12847, loss_adv: 0.00000, speed: 0.70 step/s, lr: 0.0000199927
global step 120, epoch: 0, batch: 119, loss: 0.08264, loss_adv: 0.00000, speed: 0.70 step/s, lr: 0.0000199927
global step 121, epoch: 0, batch: 120, loss: 0.10228, loss_adv: 0.00000, speed: 0.71 step/s, lr: 0.0000199926
global step 122, epoch: 0, batch: 121, loss: 0.22345, loss_adv: 0.00000, speed: 0.71 step/s, lr: 0.0000199925
global step 123, epoch: 0, batch: 122, loss: 0.09505, loss_adv: 0.00000, speed: 0.71 step/s, lr: 0.0000199925
global step 124, epoch: 0, batch: 123, loss: 0.08184, loss_adv: 0.00000, speed: 0.71 step/s, lr: 0.0000199924
global step 125, epoch: 0, batch: 124, loss: 0.04939, loss_adv: 0.00000, speed: 0.71 step/s, lr: 0.0000199923
global step 126, epoch: 0, batch: 125, loss: 0.06544, loss_adv: 0.00000, speed: 0.71 step/s, lr: 0.0000199923
global step 127, epoch: 0, batch: 126, loss: 0.09780, loss_adv: 0.00000, speed: 0.71 step/s, lr: 0.0000199922
global step 128, epoch: 0, batch: 127, loss: 0.06238, loss_adv: 0.00000, speed: 0.71 step/s, lr: 0.0000199922
global step 129, epoch: 0, batch: 128, loss: 0.05644, loss_adv: 0.00000, speed: 0.72 step/s, lr: 0.0000199921
global step 130, epoch: 0, batch: 129, loss: 0.07145, loss_adv: 0.00000, speed: 0.72 step/s, lr: 0.0000199920
global step 131, epoch: 0, batch: 130, loss: 0.09164, loss_adv: 0.00000, speed: 0.72 step/s, lr: 0.0000199920
global step 132, epoch: 0, batch: 131, loss: 0.04621, loss_adv: 0.00000, speed: 0.72 step/s, lr: 0.0000199919
global step 133, epoch: 0, batch: 132, loss: 0.02813, loss_adv: 0.00000, speed: 0.72 step/s, lr: 0.0000199919
global step 134, epoch: 0, batch: 133, loss: 0.08874, loss_adv: 0.00000, speed: 0.72 step/s, lr: 0.0000199918
global step 135, epoch: 0, batch: 134, loss: 0.20419, loss_adv: 0.00000, speed: 0.72 step/s, lr: 0.0000199917
global step 136, epoch: 0, batch: 135, loss: 0.16152, loss_adv: 0.00000, speed: 0.72 step/s, lr: 0.0000199917
global step 137, epoch: 0, batch: 136, loss: 0.06102, loss_adv: 0.00000, speed: 0.73 step/s, lr: 0.0000199916
global step 138, epoch: 0, batch: 137, loss: 0.23376, loss_adv: 0.00000, speed: 0.73 step/s, lr: 0.0000199916
global step 139, epoch: 0, batch: 138, loss: 0.14898, loss_adv: 0.00000, speed: 0.73 step/s, lr: 0.0000199915
global step 140, epoch: 0, batch: 139, loss: 0.06728, loss_adv: 0.00000, speed: 0.73 step/s, lr: 0.0000199914
global step 141, epoch: 0, batch: 140, loss: 0.21650, loss_adv: 0.00000, speed: 0.73 step/s, lr: 0.0000199914
global step 142, epoch: 0, batch: 141, loss: 0.03032, loss_adv: 0.00000, speed: 0.73 step/s, lr: 0.0000199913
global step 143, epoch: 0, batch: 142, loss: 0.03174, loss_adv: 0.00000, speed: 0.73 step/s, lr: 0.0000199912
global step 144, epoch: 0, batch: 143, loss: 0.28645, loss_adv: 0.00000, speed: 0.73 step/s, lr: 0.0000199912
global step 145, epoch: 0, batch: 144, loss: 0.05428, loss_adv: 0.00000, speed: 0.73 step/s, lr: 0.0000199911
global step 146, epoch: 0, batch: 145, loss: 0.11661, loss_adv: 0.00000, speed: 0.74 step/s, lr: 0.0000199911
global step 147, epoch: 0, batch: 146, loss: 0.01461, loss_adv: 0.00000, speed: 0.74 step/s, lr: 0.0000199910
global step 148, epoch: 0, batch: 147, loss: 0.01286, loss_adv: 0.00000, speed: 0.74 step/s, lr: 0.0000199909
global step 149, epoch: 0, batch: 148, loss: 0.18202, loss_adv: 0.00000, speed: 0.74 step/s, lr: 0.0000199909
global step 150, epoch: 0, batch: 149, loss: 0.03422, loss_adv: 0.00000, speed: 0.74 step/s, lr: 0.0000199908
global step 151, epoch: 0, batch: 150, loss: 0.02537, loss_adv: 0.00000, speed: 0.74 step/s, lr: 0.0000199908
global step 152, epoch: 0, batch: 151, loss: 0.03265, loss_adv: 0.00000, speed: 0.74 step/s, lr: 0.0000199907
global step 153, epoch: 0, batch: 152, loss: 0.22447, loss_adv: 0.00000, speed: 0.74 step/s, lr: 0.0000199906
global step 154, epoch: 0, batch: 153, loss: 0.02103, loss_adv: 0.00000, speed: 0.74 step/s, lr: 0.0000199906
global step 155, epoch: 0, batch: 154, loss: 0.03775, loss_adv: 0.00000, speed: 0.74 step/s, lr: 0.0000199905
global step 156, epoch: 0, batch: 155, loss: 0.21691, loss_adv: 0.00000, speed: 0.75 step/s, lr: 0.0000199905
global step 157, epoch: 0, batch: 156, loss: 0.18157, loss_adv: 0.00000, speed: 0.75 step/s, lr: 0.0000199904
global step 158, epoch: 0, batch: 157, loss: 0.28891, loss_adv: 0.00000, speed: 0.75 step/s, lr: 0.0000199903
global step 159, epoch: 0, batch: 158, loss: 0.21227, loss_adv: 0.00000, speed: 0.75 step/s, lr: 0.0000199903
global step 160, epoch: 0, batch: 159, loss: 0.23861, loss_adv: 0.00000, speed: 0.75 step/s, lr: 0.0000199902
global step 161, epoch: 0, batch: 160, loss: 0.13000, loss_adv: 0.00000, speed: 0.75 step/s, lr: 0.0000199901
global step 162, epoch: 0, batch: 161, loss: 0.15388, loss_adv: 0.00000, speed: 0.75 step/s, lr: 0.0000199901
global step 163, epoch: 0, batch: 162, loss: 0.14767, loss_adv: 0.00000, speed: 0.75 step/s, lr: 0.0000199900
global step 164, epoch: 0, batch: 163, loss: 0.13274, loss_adv: 0.00000, speed: 0.75 step/s, lr: 0.0000199900
global step 165, epoch: 0, batch: 164, loss: 0.05747, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199899
global step 166, epoch: 0, batch: 165, loss: 0.12984, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199898
global step 167, epoch: 0, batch: 166, loss: 0.07639, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199898
global step 168, epoch: 0, batch: 167, loss: 0.12240, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199897
global step 169, epoch: 0, batch: 168, loss: 0.18235, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199897
global step 170, epoch: 0, batch: 169, loss: 0.11399, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199896
global step 171, epoch: 0, batch: 170, loss: 0.08755, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199895
global step 172, epoch: 0, batch: 171, loss: 0.07246, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199895
global step 173, epoch: 0, batch: 172, loss: 0.19445, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199894
global step 174, epoch: 0, batch: 173, loss: 0.13181, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199893
global step 175, epoch: 0, batch: 174, loss: 0.02117, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199893
global step 176, epoch: 0, batch: 175, loss: 0.02340, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199892
global step 177, epoch: 0, batch: 176, loss: 0.03017, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199892
global step 178, epoch: 0, batch: 177, loss: 0.04322, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199891
global step 179, epoch: 0, batch: 178, loss: 0.08323, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199890
global step 180, epoch: 0, batch: 179, loss: 0.03958, loss_adv: 0.00000, speed: 0.76 step/s, lr: 0.0000199890
global step 181, epoch: 0, batch: 180, loss: 0.02282, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199889
global step 182, epoch: 0, batch: 181, loss: 0.06406, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199889
global step 183, epoch: 0, batch: 182, loss: 0.05249, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199888
global step 184, epoch: 0, batch: 183, loss: 0.03709, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199887
global step 185, epoch: 0, batch: 184, loss: 0.36572, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199887
global step 186, epoch: 0, batch: 185, loss: 0.05660, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199886
global step 187, epoch: 0, batch: 186, loss: 0.18789, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199886
global step 188, epoch: 0, batch: 187, loss: 0.04511, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199885
global step 189, epoch: 0, batch: 188, loss: 0.24473, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199884
global step 190, epoch: 0, batch: 189, loss: 0.19759, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199884
global step 191, epoch: 0, batch: 190, loss: 0.06224, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199883
global step 192, epoch: 0, batch: 191, loss: 0.14992, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199882
global step 193, epoch: 0, batch: 192, loss: 0.25124, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199882
global step 194, epoch: 0, batch: 193, loss: 0.63302, loss_adv: 0.00000, speed: 0.77 step/s, lr: 0.0000199881
global step 195, epoch: 0, batch: 194, loss: 0.49519, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199881
global step 196, epoch: 0, batch: 195, loss: 0.25147, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199880
global step 197, epoch: 0, batch: 196, loss: 0.40907, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199879
global step 198, epoch: 0, batch: 197, loss: 0.30742, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199879
global step 199, epoch: 0, batch: 198, loss: 0.15863, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199878
global step 200, epoch: 0, batch: 199, loss: 0.52671, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199878
global step 201, epoch: 0, batch: 200, loss: 0.47919, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199877
global step 202, epoch: 0, batch: 201, loss: 0.31165, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199876
global step 203, epoch: 0, batch: 202, loss: 0.28558, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199876
global step 204, epoch: 0, batch: 203, loss: 0.42379, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199875
global step 205, epoch: 0, batch: 204, loss: 0.26543, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199875
global step 206, epoch: 0, batch: 205, loss: 0.30450, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199874
global step 207, epoch: 0, batch: 206, loss: 0.55503, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199873
global step 208, epoch: 0, batch: 207, loss: 0.66143, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199873
global step 209, epoch: 0, batch: 208, loss: 0.35917, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199872
global step 210, epoch: 0, batch: 209, loss: 0.71784, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199871
global step 211, epoch: 0, batch: 210, loss: 0.30572, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199871
global step 212, epoch: 0, batch: 211, loss: 0.39570, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199870
global step 213, epoch: 0, batch: 212, loss: 0.27362, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199870
global step 214, epoch: 0, batch: 213, loss: 0.17065, loss_adv: 0.00000, speed: 0.78 step/s, lr: 0.0000199869
global step 215, epoch: 0, batch: 214, loss: 0.19279, loss_adv: 0.00000, speed: 0.79 step/s, lr: 0.0000199868
global step 216, epoch: 0, batch: 215, loss: 0.44434, loss_adv: 0.00000, speed: 0.79 step/s, lr: 0.0000199868
global step 217, epoch: 0, batch: 216, loss: 0.11477, loss_adv: 0.00000, speed: 0.79 step/s, lr: 0.0000199867
global step 218, epoch: 0, batch: 217, loss: 0.09536, loss_adv: 0.00000, speed: 0.79 step/s, lr: 0.0000199867
global step 219, epoch: 0, batch: 218, loss: 0.37793, loss_adv: 0.00000, speed: 0.79 step/s, lr: 0.0000199866
global step 220, epoch: 0, batch: 219, loss: 0.30429, loss_adv: 0.00000, speed: 0.79 step/s, lr: 0.0000199865
global step 221, epoch: 0, batch: 220, loss: 0.13253, loss_adv: 0.00000, speed: 0.79 step/s, lr: 0.0000199865
global step 222, epoch: 0, batch: 221, loss: 0.13753, loss_adv: 0.00000, speed: 0.79 step/s, lr: 0.0000199864
global step 223, epoch: 0, batch: 222, loss: 0.08984, loss_adv: 0.00000, speed: 0.79 step/s, lr: 0.0000199864
global step 224, epoch: 0, batch: 223, loss: 0.16770, loss_adv: 0.00000, speed: 0.79 step/s, lr: 0.0000199863
