global step 1, epoch: 0, batch: 0, loss: 1.76424, loss_adv: 1.79003, speed: 0.06 step/s, lr: 0.0000199999
global step 78, epoch: 0, batch: 77, loss: 0.26086, loss_adv: 0.26108, speed: 0.39 step/s, lr: 0.0000199952
global step 79, epoch: 0, batch: 78, loss: 0.60232, loss_adv: 0.60257, speed: 0.39 step/s, lr: 0.0000199952
global step 80, epoch: 0, batch: 79, loss: 0.19692, loss_adv: 0.19853, speed: 0.40 step/s, lr: 0.0000199951
global step 81, epoch: 0, batch: 80, loss: 0.12242, loss_adv: 0.12492, speed: 0.40 step/s, lr: 0.0000199950
global step 82, epoch: 0, batch: 81, loss: 0.11351, loss_adv: 0.11786, speed: 0.40 step/s, lr: 0.0000199950
global step 83, epoch: 0, batch: 82, loss: 0.40710, loss_adv: 0.40768, speed: 0.40 step/s, lr: 0.0000199949
global step 84, epoch: 0, batch: 83, loss: 0.22395, loss_adv: 0.22571, speed: 0.40 step/s, lr: 0.0000199949
global step 85, epoch: 0, batch: 84, loss: 0.22931, loss_adv: 0.22834, speed: 0.40 step/s, lr: 0.0000199948
global step 86, epoch: 0, batch: 85, loss: 0.38786, loss_adv: 0.39138, speed: 0.40 step/s, lr: 0.0000199947
global step 87, epoch: 0, batch: 86, loss: 0.33586, loss_adv: 0.34451, speed: 0.40 step/s, lr: 0.0000199947
global step 88, epoch: 0, batch: 87, loss: 0.27349, loss_adv: 0.27883, speed: 0.40 step/s, lr: 0.0000199946
global step 89, epoch: 0, batch: 88, loss: 0.21271, loss_adv: 0.21446, speed: 0.40 step/s, lr: 0.0000199946
global step 90, epoch: 0, batch: 89, loss: 0.31079, loss_adv: 0.31328, speed: 0.40 step/s, lr: 0.0000199945
global step 91, epoch: 0, batch: 90, loss: 0.35811, loss_adv: 0.36207, speed: 0.40 step/s, lr: 0.0000199944
global step 92, epoch: 0, batch: 91, loss: 0.19086, loss_adv: 0.19230, speed: 0.40 step/s, lr: 0.0000199944
global step 93, epoch: 0, batch: 92, loss: 0.17927, loss_adv: 0.18430, speed: 0.40 step/s, lr: 0.0000199943
global step 94, epoch: 0, batch: 93, loss: 0.53328, loss_adv: 0.53314, speed: 0.40 step/s, lr: 0.0000199942
global step 95, epoch: 0, batch: 94, loss: 0.49755, loss_adv: 0.50306, speed: 0.40 step/s, lr: 0.0000199942
global step 96, epoch: 0, batch: 95, loss: 0.43708, loss_adv: 0.44462, speed: 0.40 step/s, lr: 0.0000199941
global step 97, epoch: 0, batch: 96, loss: 0.31458, loss_adv: 0.31371, speed: 0.40 step/s, lr: 0.0000199941
global step 98, epoch: 0, batch: 97, loss: 0.55746, loss_adv: 0.56158, speed: 0.40 step/s, lr: 0.0000199940
global step 99, epoch: 0, batch: 98, loss: 0.10395, loss_adv: 0.10728, speed: 0.41 step/s, lr: 0.0000199939
global step 100, epoch: 0, batch: 99, loss: 0.35799, loss_adv: 0.36442, speed: 0.41 step/s, lr: 0.0000199939
global step 101, epoch: 0, batch: 100, loss: 0.17528, loss_adv: 0.18015, speed: 0.41 step/s, lr: 0.0000199938
global step 102, epoch: 0, batch: 101, loss: 0.07953, loss_adv: 0.08191, speed: 0.41 step/s, lr: 0.0000199938
global step 103, epoch: 0, batch: 102, loss: 0.14360, loss_adv: 0.14591, speed: 0.41 step/s, lr: 0.0000199937
global step 104, epoch: 0, batch: 103, loss: 0.39667, loss_adv: 0.39638, speed: 0.41 step/s, lr: 0.0000199936
global step 105, epoch: 0, batch: 104, loss: 0.67341, loss_adv: 0.67824, speed: 0.41 step/s, lr: 0.0000199936
global step 106, epoch: 0, batch: 105, loss: 0.34930, loss_adv: 0.35850, speed: 0.41 step/s, lr: 0.0000199935
global step 107, epoch: 0, batch: 106, loss: 0.13188, loss_adv: 0.13276, speed: 0.41 step/s, lr: 0.0000199935
global step 108, epoch: 0, batch: 107, loss: 0.17973, loss_adv: 0.18029, speed: 0.41 step/s, lr: 0.0000199934
global step 109, epoch: 0, batch: 108, loss: 0.25111, loss_adv: 0.25293, speed: 0.41 step/s, lr: 0.0000199933
global step 110, epoch: 0, batch: 109, loss: 0.21606, loss_adv: 0.21820, speed: 0.41 step/s, lr: 0.0000199933
global step 111, epoch: 0, batch: 110, loss: 0.28147, loss_adv: 0.28569, speed: 0.41 step/s, lr: 0.0000199932
global step 112, epoch: 0, batch: 111, loss: 0.13155, loss_adv: 0.13255, speed: 0.41 step/s, lr: 0.0000199931
global step 113, epoch: 0, batch: 112, loss: 0.39477, loss_adv: 0.39732, speed: 0.41 step/s, lr: 0.0000199931
global step 114, epoch: 0, batch: 113, loss: 0.54495, loss_adv: 0.54591, speed: 0.41 step/s, lr: 0.0000199930
global step 115, epoch: 0, batch: 114, loss: 0.30848, loss_adv: 0.31050, speed: 0.41 step/s, lr: 0.0000199930
global step 116, epoch: 0, batch: 115, loss: 0.61578, loss_adv: 0.62588, speed: 0.41 step/s, lr: 0.0000199929
global step 117, epoch: 0, batch: 116, loss: 0.30977, loss_adv: 0.31442, speed: 0.41 step/s, lr: 0.0000199928
global step 118, epoch: 0, batch: 117, loss: 0.16509, loss_adv: 0.17435, speed: 0.41 step/s, lr: 0.0000199928
global step 119, epoch: 0, batch: 118, loss: 0.13333, loss_adv: 0.13493, speed: 0.41 step/s, lr: 0.0000199927
global step 120, epoch: 0, batch: 119, loss: 0.09357, loss_adv: 0.09925, speed: 0.41 step/s, lr: 0.0000199927
global step 121, epoch: 0, batch: 120, loss: 0.09851, loss_adv: 0.10494, speed: 0.41 step/s, lr: 0.0000199926
global step 122, epoch: 0, batch: 121, loss: 0.20896, loss_adv: 0.21445, speed: 0.41 step/s, lr: 0.0000199925
global step 123, epoch: 0, batch: 122, loss: 0.08667, loss_adv: 0.09119, speed: 0.41 step/s, lr: 0.0000199925
global step 124, epoch: 0, batch: 123, loss: 0.07766, loss_adv: 0.08033, speed: 0.41 step/s, lr: 0.0000199924
global step 125, epoch: 0, batch: 124, loss: 0.04694, loss_adv: 0.04734, speed: 0.42 step/s, lr: 0.0000199923
global step 126, epoch: 0, batch: 125, loss: 0.06165, loss_adv: 0.06281, speed: 0.42 step/s, lr: 0.0000199923
global step 127, epoch: 0, batch: 126, loss: 0.09581, loss_adv: 0.09748, speed: 0.42 step/s, lr: 0.0000199922
global step 128, epoch: 0, batch: 127, loss: 0.06090, loss_adv: 0.06219, speed: 0.42 step/s, lr: 0.0000199922
global step 129, epoch: 0, batch: 128, loss: 0.05754, loss_adv: 0.05798, speed: 0.42 step/s, lr: 0.0000199921
global step 130, epoch: 0, batch: 129, loss: 0.07134, loss_adv: 0.07188, speed: 0.42 step/s, lr: 0.0000199920
global step 131, epoch: 0, batch: 130, loss: 0.09064, loss_adv: 0.09259, speed: 0.42 step/s, lr: 0.0000199920
global step 132, epoch: 0, batch: 131, loss: 0.04682, loss_adv: 0.04708, speed: 0.42 step/s, lr: 0.0000199919
global step 133, epoch: 0, batch: 132, loss: 0.02946, loss_adv: 0.03037, speed: 0.42 step/s, lr: 0.0000199919
global step 134, epoch: 0, batch: 133, loss: 0.08949, loss_adv: 0.08929, speed: 0.42 step/s, lr: 0.0000199918
global step 135, epoch: 0, batch: 134, loss: 0.20230, loss_adv: 0.20064, speed: 0.42 step/s, lr: 0.0000199917
global step 136, epoch: 0, batch: 135, loss: 0.16032, loss_adv: 0.16180, speed: 0.42 step/s, lr: 0.0000199917
global step 137, epoch: 0, batch: 136, loss: 0.06083, loss_adv: 0.06165, speed: 0.42 step/s, lr: 0.0000199916
global step 138, epoch: 0, batch: 137, loss: 0.23316, loss_adv: 0.23513, speed: 0.42 step/s, lr: 0.0000199916
global step 139, epoch: 0, batch: 138, loss: 0.14960, loss_adv: 0.15069, speed: 0.42 step/s, lr: 0.0000199915
global step 140, epoch: 0, batch: 139, loss: 0.06783, loss_adv: 0.06861, speed: 0.42 step/s, lr: 0.0000199914
global step 141, epoch: 0, batch: 140, loss: 0.21675, loss_adv: 0.21817, speed: 0.42 step/s, lr: 0.0000199914
global step 142, epoch: 0, batch: 141, loss: 0.03030, loss_adv: 0.03114, speed: 0.42 step/s, lr: 0.0000199913
global step 143, epoch: 0, batch: 142, loss: 0.03322, loss_adv: 0.03354, speed: 0.42 step/s, lr: 0.0000199912
global step 144, epoch: 0, batch: 143, loss: 0.28789, loss_adv: 0.28834, speed: 0.42 step/s, lr: 0.0000199912
global step 145, epoch: 0, batch: 144, loss: 0.05293, loss_adv: 0.05375, speed: 0.42 step/s, lr: 0.0000199911
global step 146, epoch: 0, batch: 145, loss: 0.11878, loss_adv: 0.12005, speed: 0.42 step/s, lr: 0.0000199911
global step 147, epoch: 0, batch: 146, loss: 0.01477, loss_adv: 0.01542, speed: 0.42 step/s, lr: 0.0000199910
global step 148, epoch: 0, batch: 147, loss: 0.01270, loss_adv: 0.01325, speed: 0.42 step/s, lr: 0.0000199909
global step 149, epoch: 0, batch: 148, loss: 0.18055, loss_adv: 0.18254, speed: 0.42 step/s, lr: 0.0000199909
global step 150, epoch: 0, batch: 149, loss: 0.03405, loss_adv: 0.03425, speed: 0.42 step/s, lr: 0.0000199908
global step 151, epoch: 0, batch: 150, loss: 0.02429, loss_adv: 0.02448, speed: 0.42 step/s, lr: 0.0000199908
global step 152, epoch: 0, batch: 151, loss: 0.03222, loss_adv: 0.03275, speed: 0.42 step/s, lr: 0.0000199907
global step 153, epoch: 0, batch: 152, loss: 0.22331, loss_adv: 0.22294, speed: 0.42 step/s, lr: 0.0000199906
global step 154, epoch: 0, batch: 153, loss: 0.02067, loss_adv: 0.02083, speed: 0.42 step/s, lr: 0.0000199906
global step 155, epoch: 0, batch: 154, loss: 0.03818, loss_adv: 0.03804, speed: 0.42 step/s, lr: 0.0000199905
global step 156, epoch: 0, batch: 155, loss: 0.21419, loss_adv: 0.21456, speed: 0.42 step/s, lr: 0.0000199905
global step 157, epoch: 0, batch: 156, loss: 0.18155, loss_adv: 0.18082, speed: 0.43 step/s, lr: 0.0000199904
global step 158, epoch: 0, batch: 157, loss: 0.28647, loss_adv: 0.28896, speed: 0.43 step/s, lr: 0.0000199903
global step 159, epoch: 0, batch: 158, loss: 0.20990, loss_adv: 0.21048, speed: 0.43 step/s, lr: 0.0000199903
global step 160, epoch: 0, batch: 159, loss: 0.23741, loss_adv: 0.23877, speed: 0.43 step/s, lr: 0.0000199902
global step 161, epoch: 0, batch: 160, loss: 0.12884, loss_adv: 0.12943, speed: 0.43 step/s, lr: 0.0000199901
global step 162, epoch: 0, batch: 161, loss: 0.15441, loss_adv: 0.15516, speed: 0.43 step/s, lr: 0.0000199901
global step 163, epoch: 0, batch: 162, loss: 0.14829, loss_adv: 0.14867, speed: 0.43 step/s, lr: 0.0000199900
global step 164, epoch: 0, batch: 163, loss: 0.13333, loss_adv: 0.13376, speed: 0.43 step/s, lr: 0.0000199900
global step 165, epoch: 0, batch: 164, loss: 0.05652, loss_adv: 0.05640, speed: 0.43 step/s, lr: 0.0000199899
global step 166, epoch: 0, batch: 165, loss: 0.12996, loss_adv: 0.13062, speed: 0.43 step/s, lr: 0.0000199898
global step 167, epoch: 0, batch: 166, loss: 0.07624, loss_adv: 0.07700, speed: 0.43 step/s, lr: 0.0000199898
global step 168, epoch: 0, batch: 167, loss: 0.12227, loss_adv: 0.12265, speed: 0.43 step/s, lr: 0.0000199897
global step 169, epoch: 0, batch: 168, loss: 0.18227, loss_adv: 0.18204, speed: 0.43 step/s, lr: 0.0000199897
global step 170, epoch: 0, batch: 169, loss: 0.11402, loss_adv: 0.11451, speed: 0.43 step/s, lr: 0.0000199896
global step 171, epoch: 0, batch: 170, loss: 0.08741, loss_adv: 0.08735, speed: 0.43 step/s, lr: 0.0000199895
global step 172, epoch: 0, batch: 171, loss: 0.07184, loss_adv: 0.07191, speed: 0.43 step/s, lr: 0.0000199895
global step 173, epoch: 0, batch: 172, loss: 0.19420, loss_adv: 0.19423, speed: 0.43 step/s, lr: 0.0000199894
global step 174, epoch: 0, batch: 173, loss: 0.13065, loss_adv: 0.13045, speed: 0.43 step/s, lr: 0.0000199893
global step 175, epoch: 0, batch: 174, loss: 0.02129, loss_adv: 0.02153, speed: 0.43 step/s, lr: 0.0000199893
global step 176, epoch: 0, batch: 175, loss: 0.02365, loss_adv: 0.02396, speed: 0.43 step/s, lr: 0.0000199892
global step 177, epoch: 0, batch: 176, loss: 0.02984, loss_adv: 0.03031, speed: 0.43 step/s, lr: 0.0000199892
global step 178, epoch: 0, batch: 177, loss: 0.04194, loss_adv: 0.04211, speed: 0.43 step/s, lr: 0.0000199891
global step 179, epoch: 0, batch: 178, loss: 0.08321, loss_adv: 0.08316, speed: 0.43 step/s, lr: 0.0000199890
global step 180, epoch: 0, batch: 179, loss: 0.03901, loss_adv: 0.03931, speed: 0.43 step/s, lr: 0.0000199890
global step 181, epoch: 0, batch: 180, loss: 0.02155, loss_adv: 0.02167, speed: 0.43 step/s, lr: 0.0000199889
global step 182, epoch: 0, batch: 181, loss: 0.06308, loss_adv: 0.06394, speed: 0.43 step/s, lr: 0.0000199889
global step 183, epoch: 0, batch: 182, loss: 0.05118, loss_adv: 0.05232, speed: 0.43 step/s, lr: 0.0000199888
global step 184, epoch: 0, batch: 183, loss: 0.03492, loss_adv: 0.03562, speed: 0.43 step/s, lr: 0.0000199887
global step 185, epoch: 0, batch: 184, loss: 0.36519, loss_adv: 0.36609, speed: 0.43 step/s, lr: 0.0000199887
global step 186, epoch: 0, batch: 185, loss: 0.05601, loss_adv: 0.05598, speed: 0.43 step/s, lr: 0.0000199886
global step 187, epoch: 0, batch: 186, loss: 0.18631, loss_adv: 0.18770, speed: 0.43 step/s, lr: 0.0000199886
global step 188, epoch: 0, batch: 187, loss: 0.04507, loss_adv: 0.04570, speed: 0.43 step/s, lr: 0.0000199885
global step 189, epoch: 0, batch: 188, loss: 0.24182, loss_adv: 0.24248, speed: 0.43 step/s, lr: 0.0000199884
global step 190, epoch: 0, batch: 189, loss: 0.19689, loss_adv: 0.19674, speed: 0.43 step/s, lr: 0.0000199884
global step 191, epoch: 0, batch: 190, loss: 0.06126, loss_adv: 0.06181, speed: 0.43 step/s, lr: 0.0000199883
global step 192, epoch: 0, batch: 191, loss: 0.14753, loss_adv: 0.14783, speed: 0.43 step/s, lr: 0.0000199882
global step 193, epoch: 0, batch: 192, loss: 0.24942, loss_adv: 0.25061, speed: 0.43 step/s, lr: 0.0000199882
global step 194, epoch: 0, batch: 193, loss: 0.63316, loss_adv: 0.63394, speed: 0.43 step/s, lr: 0.0000199881
global step 195, epoch: 0, batch: 194, loss: 0.48984, loss_adv: 0.48932, speed: 0.43 step/s, lr: 0.0000199881
global step 196, epoch: 0, batch: 195, loss: 0.24936, loss_adv: 0.25050, speed: 0.43 step/s, lr: 0.0000199880
global step 197, epoch: 0, batch: 196, loss: 0.40996, loss_adv: 0.40942, speed: 0.43 step/s, lr: 0.0000199879
global step 198, epoch: 0, batch: 197, loss: 0.30991, loss_adv: 0.30977, speed: 0.43 step/s, lr: 0.0000199879
global step 199, epoch: 0, batch: 198, loss: 0.15816, loss_adv: 0.15977, speed: 0.43 step/s, lr: 0.0000199878
global step 200, epoch: 0, batch: 199, loss: 0.53056, loss_adv: 0.53186, speed: 0.43 step/s, lr: 0.0000199878
global step 201, epoch: 0, batch: 200, loss: 0.48093, loss_adv: 0.48050, speed: 0.43 step/s, lr: 0.0000199877
global step 202, epoch: 0, batch: 201, loss: 0.31290, loss_adv: 0.31333, speed: 0.43 step/s, lr: 0.0000199876
global step 203, epoch: 0, batch: 202, loss: 0.28640, loss_adv: 0.28633, speed: 0.43 step/s, lr: 0.0000199876
global step 204, epoch: 0, batch: 203, loss: 0.42407, loss_adv: 0.42566, speed: 0.43 step/s, lr: 0.0000199875
global step 205, epoch: 0, batch: 204, loss: 0.26839, loss_adv: 0.26947, speed: 0.43 step/s, lr: 0.0000199875
global step 206, epoch: 0, batch: 205, loss: 0.31778, loss_adv: 0.31820, speed: 0.43 step/s, lr: 0.0000199874
global step 207, epoch: 0, batch: 206, loss: 0.56405, loss_adv: 0.56630, speed: 0.43 step/s, lr: 0.0000199873
global step 208, epoch: 0, batch: 207, loss: 0.65069, loss_adv: 0.65405, speed: 0.43 step/s, lr: 0.0000199873
global step 209, epoch: 0, batch: 208, loss: 0.34221, loss_adv: 0.34305, speed: 0.43 step/s, lr: 0.0000199872
global step 210, epoch: 0, batch: 209, loss: 0.68176, loss_adv: 0.68710, speed: 0.43 step/s, lr: 0.0000199871
global step 211, epoch: 0, batch: 210, loss: 0.30562, loss_adv: 0.30705, speed: 0.43 step/s, lr: 0.0000199871
global step 212, epoch: 0, batch: 211, loss: 0.40006, loss_adv: 0.39899, speed: 0.43 step/s, lr: 0.0000199870
global step 213, epoch: 0, batch: 212, loss: 0.30539, loss_adv: 0.30692, speed: 0.44 step/s, lr: 0.0000199870
global step 214, epoch: 0, batch: 213, loss: 0.15967, loss_adv: 0.16968, speed: 0.44 step/s, lr: 0.0000199869
global step 215, epoch: 0, batch: 214, loss: 0.18042, loss_adv: 0.18237, speed: 0.44 step/s, lr: 0.0000199868
global step 216, epoch: 0, batch: 215, loss: 0.45095, loss_adv: 0.45724, speed: 0.44 step/s, lr: 0.0000199868
global step 217, epoch: 0, batch: 216, loss: 0.09566, loss_adv: 0.09997, speed: 0.44 step/s, lr: 0.0000199867
global step 218, epoch: 0, batch: 217, loss: 0.07302, loss_adv: 0.07419, speed: 0.44 step/s, lr: 0.0000199867
global step 219, epoch: 0, batch: 218, loss: 0.36827, loss_adv: 0.36735, speed: 0.44 step/s, lr: 0.0000199866
global step 220, epoch: 0, batch: 219, loss: 0.28468, loss_adv: 0.28624, speed: 0.44 step/s, lr: 0.0000199865
global step 221, epoch: 0, batch: 220, loss: 0.13634, loss_adv: 0.13821, speed: 0.44 step/s, lr: 0.0000199865
global step 222, epoch: 0, batch: 221, loss: 0.12722, loss_adv: 0.12821, speed: 0.44 step/s, lr: 0.0000199864
global step 223, epoch: 0, batch: 222, loss: 0.08217, loss_adv: 0.08395, speed: 0.44 step/s, lr: 0.0000199864
global step 224, epoch: 0, batch: 223, loss: 0.16305, loss_adv: 0.16321, speed: 0.44 step/s, lr: 0.0000199863
